nazwa,email,www,typ,miasto
POLICEALNA SZKOŁA DETEKTYWÓW I PRACOWNIKÓW OCHRONY W BIAŁYMSTOKU, bialystok@certus.edu.pl, http://www.certus.edu.pl, Typ: Szkoła policealna,Białystok
POLICEALNA SZKOŁA DLA DOROSŁYCH "COSINUS PLUS" W BIAŁYMSTOKU, bialystok@cosinus.pl, http://www.cosinus.pl, Typ: Szkoła policealna,Białystok
POLICEALNA SZKOŁA EDUX W BIAŁYMSTOKU, szkola.edux@gmail.com, http://, Typ: Szkoła policealna,Białystok
POLICEALNA SZKOŁA JEDNOROCZNA "AKADEMIA SUKCESU" W BIAŁYMSTOKU, biuro@as.edu.pl, http://www.as.edu.pl, Typ: Szkoła policealna,Białystok
POLICEALNA SZKOŁA TEB EDUKACJA W BIAŁYMSTOKU, bialystok@teb.pl, http://www.teb.pl, Typ: Szkoła policealna,Białystok
POLICEALNA SZKOŁA TOWARZYSTWA WIEDZY POWSZECHNEJ W BIAŁYMSTOKU, nauka@twp.bialystok.pl, http://, Typ: Szkoła policealna,Białystok
POLICEALNA SZKOŁA ZAWODOWA MERITUM SP. Z O.O. W BIAŁYMSTOKU, szkola.meritum@onet.pl, http://meritum.bialystok.pl, Typ: Szkoła policealna,Białystok
POLICEALNA SZKOŁA ZAWODOWA NR 1 W ŁOMŻY, sekwet@wp.pl, http://, Typ: Szkoła policealna,Łomża
POLICEALNA SZKOŁA ZAWODOWA W SUWAŁKACH "UNIWERSUS" SP. Z O.O., office@uniwersus.com, http://, Typ: Szkoła policealna,Suwałki
POLICEALNE STUDIUM KOSMETYCZNE "BEAUTY EXPERT", SUBE@OP.PL, http://, Typ: Szkoła policealna,Białystok
POLICEALNE STUDIUM OBSŁUGI SPEDYCYJNO - CELNEJ W BIAŁYMSTOKU, elkforum_edu@wp.pl, http://www.szkolycelne.infoserwis.elk.pl/info-bialystok.html, Typ: Szkoła policealna,Białystok
POLICEALNE STUDIUM ZAWODOWE "EKSPERT" W BIAŁYMSTOKU, ekspert_edu@wp.pl, http://, Typ: Szkoła policealna,Białystok
PROFESJA LICEUM OGÓLNOKSZTAŁCĄCE DLA DOROSŁYCH W BIAŁYMSTOKU, verticasekretariat@gmail.com, http://, Typ: Liceum ogólnokształcące,Białystok
PRYWATNE LICEUM OGÓLNOKSZTAŁCĄCE NIEPAŃSTWOWEJ WYŻSZEJ SZKOŁY PEDAGOGICZNEJ W BIAŁYMSTOKU, zsnwsp@gmail.com, http://, Typ: Liceum ogólnokształcące,Białystok
PRYWATNE LICEUM OGÓLNOKSZTAŁCĄCE W SUWAŁKACH, sekretariat@akademiadcs.edu.pl, http://, Typ: Liceum ogólnokształcące,Suwałki
ROCZNA SZKOŁA POLICEALNA GOWORK.PL W BIAŁYMSTOKU, szkola@gowork.pl, http://www.szkola.gowork.pl, Typ: Szkoła policealna,Białystok
STUDIUM HANDLU ZAGRANICZNEGO, OBSŁUGI CELNEJ I SPEDYCJI W BIAŁYMSTOKU, forumelk@op.pl, http://www.szkolycelne.infoserwis.elk.pl/info-bialystok.html, Typ: Szkoła policealna,Białystok
STUDIUM MEDYCZNE TEB EDUKACJA W BIAŁYMSTOKU, bialystok@teb.pl, http://www.teb.pl, Typ: Szkoła policealna,Białystok
STUDIUM PSYCHOLOGII PSYCHOTRONICZNEJ W BIAŁYMSTOKU, irena@studiumzycia.pl, http://, Typ: Szkoła policealna,Białystok
SUWALSKA SZKOŁA BIZNESU W SUWAŁKACH LICEUM OGÓLNOKSZTAŁCĄCE DLA DOROSŁYCH, gmk5@op.pl, http://, Typ: Liceum ogólnokształcące,Suwałki
SUWALSKA SZKOŁA BIZNESU W SUWAŁKACH SZKOŁA POLICEALNA, gmk5@op.pl, http://, Typ: Szkoła policealna,Suwałki
SZKOŁA MEDYCZNA GOWORK.PL W BIAŁYMSTOKU, szkola@gowork.pl, http://www.szkola.gowork.pl, Typ: Szkoła policealna,Białystok
SZKOŁA POLICEALNA, czartajew@poczta.onet.pl, http://www.zsr-czartajew.pl, Typ: Szkoła policealna,Siemiatycze
SZKOŁA POLICEALNA  NR 1 W WYSOKIEM MAZOWIECKIEM, sekretariat@jagiellonczyk.org.pl, http://www.jagiellonczyk.org.pl, Typ: Szkoła policealna,WysokieMazowieckie
SZKOŁA POLICEALNA  NR 2 W WYSOKIEM MAZOWIECKIEM, zesp_szk_zaw@o2.pl, http://, Typ: Szkoła policealna,WysokieMazowieckie
SZKOŁA POLICEALNA  NR 3 W WYSOKIEM MAZOWIECKIEM, ckzwmsekr@go2.pl, http://ckzwm.edu.pl, Typ: Szkoła policealna,WysokieMazowieckie
SZKOŁA POLICEALNA  PRAWNO - ADMINISTRACYJNA "ŻAK" W ŁOMŻY,, http://, Typ: Szkoła policealna,Łomża
SZKOŁA POLICEALNA  W BIELSKU PODLASKIM ZAKŁADU DOSKONALENIA ZAWODOWEGO W BIAŁYMSTOKU, bielsk@zdz.bialystok.pl, http://, Typ: Szkoła policealna,BielskPodlaski
SZKOŁA POLICEALNA  W CIECHANOWCU, zsoiz-ciechanowiec@wp.pl, http://zsoiz-ciechanowiec.pl, Typ: Szkoła policealna,Ciechanowiec
SZKOŁA POLICEALNA ADMINISTRACJI W ŁOMŻY, osz.lomza@op.pl, http://, Typ: Szkoła policealna,Łomża
SZKOŁA POLICEALNA CENTRUM NAUKI I BIZNESU "ŻAK" W BIAŁYMSTOKU, bialystok@zak.edu.pl, http://, Typ: Szkoła policealna,Białystok
SZKOŁA POLICEALNA CENTRUM NAUKI I BIZNESU "ŻAK" W ŁOMŻY, lomza@zak.edu.pl, http://, Typ: Szkoła policealna,Łomża
SZKOŁA POLICEALNA CENTRUM NAUKI I BIZNESU "ŻAK" W SUWAŁKACH,, http://, Typ: Szkoła policealna,Suwałki
SZKOŁA POLICEALNA DLA DOROSŁYCH NR 2 W SEJNACH, zso.sejny@op.pl, http://www.liceum.sejny.pl, Typ: Szkoła policealna,Sejny
SZKOŁA POLICEALNA DLA DOROSŁYCH W CZARNEJ BIAŁOSTOCKIEJ, liceum@liceum.net, http://liceum.net, Typ: Szkoła policealna,CzarnaBiałostocka
SZKOŁA POLICEALNA DLA DOROSŁYCH W DĄBROWIE BIAŁOSTOCKIEJ,, http://, Typ: Szkoła policealna,DąbrowaBiałostocka
SZKOŁA POLICEALNA FARMACEUTYCZNA W AUGUSTOWIE, psfaugustow@stopkapress.com.pl, http://, Typ: Szkoła policealna,Augustów
SZKOŁA POLICEALNA FARMACEUTYCZNA W ŁOMŻY, jola@stopkapress.com.pl, http://www.szkoly.stopkapress.com.pl, Typ: Szkoła policealna,Łomża
SZKOŁA POLICEALNA GOWORK.PL W BIAŁYMSTOKU, szkola@gowork.pl, http://www.szkola.gowork.pl, Typ: Szkoła policealna,Białystok
SZKOŁA POLICEALNA IM. KARDYNAŁA STEFANA WYSZYŃSKIEGO W KOLNIE, zstkolno@wp.pl, http://www.zstkolno.pl, Typ: Szkoła policealna,Kolno
SZKOŁA POLICEALNA IM. PROF. JÓZEFA MARCINKIEWICZA W JANOWIE, zsrjanow2@wp.pl, http://www.zsrjanow.edu.pl, Typ: Szkoła policealna,Janów
SZKOŁA POLICEALNA KOSMETYCZNA W ŁOMŻY, osz.lomza@op.pl, http://, Typ: Szkoła policealna,Łomża
SZKOŁA POLICEALNA KOSMETYKI "ŻAK" W SUWAŁKACH, suwalki@zak.edu.pl, http://, Typ: Szkoła policealna,Suwałki
SZKOŁA POLICEALNA MEDYCZNA "ŻAK" W BIAŁYMSTOKU, bialystok@zak.edu.pl, http://www.zak.edu.pl, Typ: Szkoła policealna,Białystok
SZKOŁA POLICEALNA MEDYCZNA "ŻAK" W ŁOMŻY, lomza@zak.edu.pl, http://, Typ: Szkoła policealna,Łomża
SZKOŁA POLICEALNA NR 1 W BIAŁYMSTOKU ZESPOŁU SZKÓŁ BUDOWLANO-GEODEZYJNYCH IM. STEFANA WŁADYSŁAWA BRYŁY W BIAŁYMSTOKU, zsbg@um.bialystok.pl, http://, Typ: Szkoła policealna,Białystok
SZKOŁA POLICEALNA NR 1 W SUWAŁKACH,, http://, Typ: Szkoła policealna,Suwałki
SZKOŁA POLICEALNA NR 1 W WYSOKIEM MAZOWIECKIEM, sekretariat@jagiellonczyk.org.pl, http://www.jagiellonczyk.org.pl, Typ: Szkoła policealna,WysokieMazowieckie
SZKOŁA POLICEALNA NR 2 W BIAŁYMSTOKU ZESPOŁU SZKÓŁ ELEKTRYCZNYCH IM. PROF. JANUSZA GROSZKOWSKIEGO W BIAŁYMSTOKU, zse@um.bialystok.pl, http://, Typ: Szkoła policealna,Białystok
SZKOŁA POLICEALNA NR 2 W BIELSKU PODLASKIM, zsbielsk@webmedia.com.pl, http://www.zs.1bielsk.ehost.pl, Typ: Szkoła policealna,BielskPodlaski
SZKOŁA POLICEALNA NR 2 W SUWAŁKACH,, http://, Typ: Szkoła policealna,Suwałki
SZKOŁA POLICEALNA NR 2 W ZAMBROWIE, zs1rowecki@powiatzambrowski.com, http://www.zs1rowecki.pl, Typ: Szkoła policealna,Zambrów
SZKOŁA POLICEALNA NR 3 W SOKÓŁCE, zsrsokolka@zsrsokolka.pl, http://www.zsrsokolka.pl, Typ: Szkoła policealna,Sokółka
SZKOŁA POLICEALNA NR 4 W BIAŁYMSTOKU ZESPOŁU SZKÓŁ ZAWODOWYCH NR 2 IM. KPT. WŁADYSŁAWA WYSOCKIEGO W BIAŁYMSTOKU, zsz2@um.bialystok.pl, http://, Typ: Szkoła policealna,Białystok
SZKOŁA POLICEALNA NR 4 W SUWAŁKACH, sekretariatazs@pwsz.suwalki.pl, http://, Typ: Szkoła policealna,Suwałki
SZKOŁA POLICEALNA NR 5 W AUGUSTOWIE, szkola.beta@onet.pl, http://, Typ: Szkoła policealna,Augustów
SZKOŁA POLICEALNA NR 5 W BIAŁYMSTOKU CENTRUM KSZTAŁCENIA USTAWICZNEGO W BIAŁYMSTOKU, cku@um.bialystok.pl, http://www.ckubialystok.pl, Typ: Szkoła policealna,Białystok
SZKOŁA POLICEALNA NR 6 W BIAŁYMSTOKU ZESPOŁU SZKÓŁ TECHNICZNYCH IM. GEN. WŁADYSŁAWA ANDERSA W BIAŁYMSTOKU, zst@um.bialystok.pl, http://, Typ: Szkoła policealna,Białystok
SZKOŁA POLICEALNA OPIEKI MEDYCZNEJ "ŻAK" W BIAŁYMSTOKU, bialystok@zak.edu.pl, http://www.bialystok.zak.edu.pl, Typ: Szkoła policealna,Białystok
SZKOŁA POLICEALNA OPIEKI MEDYCZNEJ "ŻAK" W ŁOMŻY, lomza@zak.edu.pl, http://, Typ: Szkoła policealna,Łomża
SZKOŁA POLICEALNA W BIAŁYMSTOKU, kancelaria@spo.edu.pl, http://www.spo.edu.pl, Typ: Szkoła policealna,Białystok
SZKOŁA POLICEALNA W CIECHANOWCU, zsoiz-ciechanowiec@wp.pl, http://www.zsoiz-ciechanowiec.pl, Typ: Szkoła policealna,Ciechanowiec
SZKOŁA POLICEALNA W CZYŻEWIE, sekratariat@zsoiz-czyzew.pl, http://www.zsoi-czyzew.pl, Typ: Szkoła policealna,Czyżew
SZKOŁA POLICEALNA W GRAJEWIE, zsnr2grajewo@wp.pl, http://www.zs2.grajewo.pl, Typ: Szkoła policealna,Grajewo
SZKOŁA POLICEALNA W HAJNÓWCE ZAKŁADU DOSKONALENIA ZAWODOWEGO W BIAŁYMSTOKU, hajnowka@zdz.bialystok.pl, http://www.zdz.bialystok.pl, Typ: Szkoła policealna,Hajnówka
SZKOŁA POLICEALNA W KRZYŻEWIE, zsr.krzyzewo@wp.pl, http://www.zsrkrzyzewo.pl, Typ: Szkoła policealna,Sokoły
SZKOŁA POLICEALNA W KRZYŻEWIE, zsr.krzyzewo@wp.pl, http://www.zsrkrzyzewo.pl, Typ: Szkoła policealna,Sokoły
SZKOŁA POLICEALNA W ŁAPACH,, http://, Typ: Szkoła policealna,Łapy
SZKOŁA POLICEALNA W ŁOMŻY, edu@praca.org.pl, http://, Typ: Szkoła policealna,Łomża
SZKOŁA POLICEALNA W MICHAŁOWIE,, http://, Typ: Szkoła policealna,Michałowo
SZKOŁA POLICEALNA W MOŃKACH, sekretariat@zsmonki.pl, http://www.zsmonki.pl, Typ: Szkoła policealna,Mońki
SZKOŁA POLICEALNA W MOŃKACH,, http://, Typ: Szkoła policealna,Mońki
SZKOŁA POLICEALNA W NIEĆKOWIE, nieckowo@poczta.onet.pl, http://www.zsnieckowo.com.pl, Typ: Szkoła policealna,Szczuczyn
SZKOŁA POLICEALNA W OSTROŻANACH, zsrostrozany@siemiatycze.pl, http://zsrostrozany.edupage.org, Typ: Szkoła policealna,Drohiczyn
SZKOŁA POLICEALNA W RUDCE, zsckr.rudka@o2.pl, http://www.zsrudka.edu.pl, Typ: Szkoła policealna,Rudka
SZKOŁA POLICEALNA W SEJNACH, sekretariat@zsckr.sejny.pl, http://www.zsckr.sejny.pl, Typ: Szkoła policealna,Sejny
SZKOŁA POLICEALNA W SZCZUCZYNIE, zswszczuczynie@op.pl, http://www.zsszczuczyn.pl, Typ: Szkoła policealna,Szczuczyn
SZKOŁA POLICEALNA W ZAMBROWIE ZAKŁADU DOSKONALENIA ZAWODOWEGO W BIAŁYMSTOKU, zambrow@zdz.bialystok.pl, http://www.szkolyzdz.pl, Typ: Szkoła policealna,Zambrów
SZKOŁA POLICEALNA W ZESPOLE SZKÓŁ W DOWSPUDZIE, zs.dowspuda@onet.pl, http://www.dowspuda.pl, Typ: Szkoła policealna,Raczki
SZKOŁA POLICEALNA ZAKŁADU DOSKONALENIA ZAWODOWEGO W BIAŁYMSTOKU, szkoly@zdz.bialystok.pl, http://www.zdz.bialystok.pl, Typ: Szkoła policealna,Białystok
TECHNIKUM, czartajew@poczta.onet.pl, http://www.zsr-czartajew.pl, Typ: Technikum,Siemiatycze
TECHNIKUM, sek.lo@wp.pl, http://, Typ: Technikum,Siemiatycze
TECHNIKUM, zso.sejny@op.pl, http://www.liceum.sejny.pl, Typ: Technikum,Sejny
TECHNIKUM, zsrostrozany@siemiatycze.pl, http://zsrostrozany.edupage.org, Typ: Technikum,Drohiczyn
TECHNIKUM BUDOWLANO-GEODEZYJNE W BIAŁYMSTOKU ZESPOŁU SZKÓŁ BUDOWLANO-GEODEZYJNYCH IM. STEFANA WŁADYSŁAWA BRYŁY W BIAŁYMSTOKU, zsbg@um.bialystok.pl, http://, Typ: Technikum,Białystok
TECHNIKUM ELEKTRYCZNE W BIAŁYMSTOKU ZESPOŁU SZKÓŁ ELEKTRYCZNYCH IM. PROF. JANUSZA GROSZKOWSKIEGO W BIAŁYMSTOKU, zse@um.bialystok.pl, http://, Typ: Technikum,Białystok
TECHNIKUM GASTRONOMICZNE W BIAŁYMSTOKU ZESPOŁU SZKÓŁ GASTRONOMICZNYCH W BIAŁYMSTOKU, zsg@um.bialystok.pl, http://, Typ: Technikum,Białystok
TECHNIKUM HANDLOWO-EKONOMICZNE W BIAŁYMSTOKU ZESPOŁU SZKÓŁ HANDLOWO-EKONOMICZNYCH IM. MIKOŁAJA KOPERNIKA W BIAŁYMSTOKU, zshe@um.bialystok.pl, http://, Typ: Technikum,Białystok
TECHNIKUM IM. ARMII KRAJOWEJ W WYSOKIEM MAZOWIECKIEM, ckzwmsekr@go2.pl, http://www.ckz.edu.pl, Typ: Technikum,WysokieMazowieckie
TECHNIKUM IM. KARDYNAŁA STEFANA WYSZYŃSKIEGO W KOLNIE, zstkolno@wp.pl, http://www.zstkolno.pl, Typ: Technikum,Kolno
TECHNIKUM IM. PROF. JÓZEFA MARCINKIEWICZA W JANOWIE, zsrjanow2@wp.pl, http://www.zsrjanow.edu.pl, Typ: Technikum,Janów
TECHNIKUM IM. ROTMISTRZA WITOLDA PILECKIEGO W CIECHANOWCU, zsoiz-ciechanowiec@wp.pl, http://www.zsoiz-ciechanowiec.pl, Typ: Technikum,Ciechanowiec
TECHNIKUM IM. TADEUSZA KOŚCIUSZKI W HAJNÓWCE, zsz_hajnowka@op.pl, http://www.zszhajnowka.pl, Typ: Technikum,Hajnówka
TECHNIKUM LEŚNE W BIAŁOWIEŻY, dyrektor@tl.bialowieza.pl, http://www.tl.bialowieza.pl/, Typ: Technikum,Białowieża
TECHNIKUM MECHANICZNE W BIAŁYMSTOKU ZESPOŁU SZKÓŁ MECHANICZNYCH  IM. ŚW. JÓZEFA W BIAŁYMSTOKU, zsm@um.bialystok.pl, http://www.mechaniak.com.pl, Typ: Technikum,Białystok
TECHNIKUM NR 1 W BIAŁYMSTOKU ZESPOŁU SZKÓŁ OGÓLNOKSZTAŁCĄCYCH I TECHNICZNYCH W BIAŁYMSTOKU, zsoit@um.bialystok.pl, http://, Typ: Technikum,Białystok
TECHNIKUM NR 1 W BIELSKU PODLASKIM, zsbielsk@webmedia.com.pl, http://www.zs1bielsk.ehost.pl, Typ: Technikum,BielskPodlaski
TECHNIKUM NR 1 W SOKÓŁCE, zszsokolka@zszsokolka.pl, http://www.zszsokolka.pl, Typ: Technikum,Sokółka
TECHNIKUM NR 1 W ZAMBROWIE, zs1rowecki@powiatzambrowski.com, http://www.zs1rowecki.pl, Typ: Technikum,Zambrów
TECHNIKUM NR 2 W BIAŁYMSTOKU ZESPOŁU SZKÓŁ ZAWODOWYCH NR 2 IM. KPT. WŁADYSŁAWA WYSOCKIEGO W BIAŁYMSTOKU, zsz2@um.bialystok.pl, http://, Typ: Technikum,Białystok
TECHNIKUM NR 2 W SOKÓŁCE, zsrsok@zsrsokolka.pl, http://www.zsrsok.pl, Typ: Technikum,Sokółka
TECHNIKUM NR 2 W SUWAŁKACH, sekretariat@zs6.suwalki.eu, http://www.zs6.pl, Typ: Technikum,Suwałki
TECHNIKUM NR 2 W ZAMBROWIE, zsazambrow@op.pl, http://www.zsa.powiatzambrowski.com, Typ: Technikum,Zambrów
TECHNIKUM NR 3 W BIAŁYMSTOKU ZESPOŁU SZKÓŁ TECHNICZNYCH IM. GEN. WŁADYSŁAWA ANDERSA W BIAŁYMSTOKU, zst@um.bialystok.pl, http://www.zst.bial.blo.pl, Typ: Technikum,Białystok
TECHNIKUM NR 3 W SUWAŁKACH, sekretariat@zst.suwalki.eu, http://www.zst.suwalki.pl, Typ: Technikum,Suwałki
TECHNIKUM NR 4 W BIAŁYMSTOKU ZESPOŁU SZKÓŁ ROLNICZYCH W BIAŁYMSTOKU, zsr@um.bialystok.pl, http://www.zsrckp.pl, Typ: Technikum,Białystok
TECHNIKUM NR 4 W BIELSKU PODLASKIM, zsznr4bp@op.pl, http://www.zsznr4.pl, Typ: Technikum,BielskPodlaski
TECHNIKUM NR 4 W ŁOMŻY, zielona210@op.pl, http://www.zielona21.lomza.pl, Typ: Technikum,Łomża
TECHNIKUM NR 4 W SUWAŁKACH, sekretariat@zs4.suwalki.eu, http://www.zs4.suwalki.pl, Typ: Technikum,Suwałki
TECHNIKUM NR 5, sekretariat@zsmio.pl, http://zsmio.pl, Typ: Technikum,Łomża
TECHNIKUM NR 5 W BIAŁYMSTOKU ZESPOŁU SZKÓŁ ZAWODOWYCH NR 5 IM. GEN. IGNACEGO PRĄDZYŃSKIEGO W BIAŁYMSTOKU, zsz5@um.bialystok.pl, http://www.zsznr5.bialystok.pl, Typ: Technikum,Białystok
TECHNIKUM NR 5 W SUWAŁKACH, zsales@poczta.onet.pl, http://www.zssal.suwalki.pl, Typ: Technikum,Suwałki
TECHNIKUM NR 6 W ŁOMŻY, zselomza@poczta.onet.pl, http://, Typ: Technikum,Łomża
TECHNIKUM NR 6 Z ODDZIAŁAMI INTEGRACYJNYMI W BIAŁYMSTOKU ZESPOŁU SZKÓŁ TECHNICZNYCH I OGÓLNOKSZTAŁCĄCYCH Z ODDZIAŁAMI INTEGRACYJNYMI IM. STANISŁAWA STASZICA W BIAŁYMSTOKU, zstio@um.bialystok.pl, http://www.zstio.net.pl, Typ: Technikum,Białystok
TECHNIKUM NR 7 IM . LUDWIKA BOJANUSA W ŁOMŻY, sekwet@wp.pl, http://, Typ: Technikum,Łomża
TECHNIKUM PROGRAMISTYCZNE INFOTECH W BIAŁYMSTOKU, kontakt@infotech.edu.pl, http://www.infotech.edu.pl, Typ: Technikum,Białystok
TECHNIKUM SŁUŻB MUNDUROWYCH WSAP W BIAŁYMSTOKU, wsap@wsap.edu.pl, http://, Typ: Technikum,Białystok
TECHNIKUM SPECJALNE W GONIĄDZU, sekretariat@mowgoniadz.pl, http://, Typ: Technikum,Goniądz
TECHNIKUM TEB EDUKACJA W BIAŁYMSTOKU, bialystok@teb.pl, http://www.teb.pl, Typ: Technikum,Białystok
TECHNIKUM USŁUG FRYZJERSKICH "DEHAG EXTRA" W BIAŁYMSTOKU, szkola@dehagextra.pl, http://www.dehagextra.pl, Typ: Technikum,Białystok
TECHNIKUM W CZARNEJ BIAŁOSTOCKIEJ, liceum@liceum.net, http://www.liceum.net, Typ: Technikum,CzarnaBiałostocka
TECHNIKUM W CZYŻEWIE, sekretariat@zsoiz-czyzew.pl, http://www.zsoiz-czyzew.pl, Typ: Technikum,Czyżew
TECHNIKUM W GRAJEWIE, zsnr2grajewo@wp.pl, http://www.zs2.grajewo.pl, Typ: Technikum,Grajewo
TECHNIKUM W KRZYŻEWIE, zsr.krzyzewo@wp.pl, http://www.zsrkrzyzewo.pl, Typ: Technikum,Sokoły
TECHNIKUM W ŁAPACH,, http://, Typ: Technikum,Łapy
TECHNIKUM W MARIANOWIE, zsrmari@izd.psl.org.pl, http://www.marianowo.edupage.org, Typ: Technikum,PiątnicaPoduchowna
TECHNIKUM W MICHAŁOWIE,, http://, Typ: Technikum,Michałowo
TECHNIKUM W MOŃKACH, sekretariat.technikum@zsmonki.pl, http://www.zsmonki.pl, Typ: Technikum,Mońki
TECHNIKUM W NIEĆKOWIE, nieckowo@poczta.onet.pl, http://www.zsnieckowo.com.pl, Typ: Technikum,Szczuczyn
TECHNIKUM W RUDCE, zsckr.rudka@o2.pl, http://www.zsrudka.edu.pl, Typ: Technikum,Rudka
TECHNIKUM W SEJNACH, sekretariat@zsckr.sejny.pl, http://www.zsckr.sejny.pl, Typ: Technikum,Sejny
TECHNIKUM W SUCHOWOLI, sekretariat@losuchowola.edu.pl, http://www.losuchowola.edu.pl, Typ: Technikum,Suchowola
TECHNIKUM W SUWAŁKACH, sekretariat@zs7.edu.pl, http://www.zs7.edu.pl, Typ: Technikum,Suwałki
TECHNIKUM W SZCZUCZYNIE, zswszczuczynie@op.pl, http://www.zsszczuczyn.pl, Typ: Technikum,Szczuczyn
TECHNIKUM W WOJEWODZINIE, sekretariat@zs.wojewodzin.pl, http://zs.wojewodzin.pl, Typ: Technikum,Grajewo
TECHNIKUM W WYSOKIEM MAZOWIECKIEM, zesp_szk_zaw@o2.pl, http://www.zszwysmaz.podlasie.pl, Typ: Technikum,WysokieMazowieckie
TECHNIKUM W ZESPOLE SZKÓŁ W DOWSPUDZIE, zs.dowspuda@onet.pl, http://www.zsdowspuda.pl, Typ: Technikum,Raczki
TECHNIKUM ZAKŁADU DOSKONALENIA ZAWODOWEGO W BIAŁYMSTOKU, szkoly@zdz.bialystok.pl, http://www.zdz.bialystok.pl, Typ: Technikum,Białystok
TECHNIKUM ZAKŁADU DOSKONALENIA ZAWODOWEGO W BIAŁYMSTOKU Z SIEDZIBĄ W SUWAŁKACH, suwalki@zdz.bialystok.pl, http://, Typ: Technikum,Suwałki
V LICEUM OGÓLNOKSZTAŁCĄCE, sekretariat@zsmio.pl, http://zsmio.pl, Typ: Liceum ogólnokształcące,Łomża
V LICEUM OGÓLNOKSZTAŁCĄCE IM. JANA III SOBIESKIEGO W BIAŁYMSTOKU, lo5@um.bialystok.pl, http://www.vlo.bialystok.pl, Typ: Liceum ogólnokształcące,Białystok
V LICEUM OGÓLNOKSZTAŁCĄCE W SUWAŁKACH,, http://, Typ: Liceum ogólnokształcące,Suwałki
VI LICEUM OGÓLNOKSZTAŁCĄCE DLA DOROSŁYCH W AUGUSTOWIE, szkola.beta@onet.pl, http://, Typ: Liceum ogólnokształcące,Augustów
VI LICEUM OGÓLNOKSZTAŁCĄCE IM. KRÓLA ZYGMUNTA AUGUSTA W BIAŁYMSTOKU, lo6@um.bialystok.pl, http://www.vilo.bialystok.pl, Typ: Liceum ogólnokształcące,Białystok
VI LICEUM OGÓLNOKSZTAŁCĄCE W ŁOMŻY, zselomza@poczta.onet.pl, http://, Typ: Liceum ogólnokształcące,Łomża
VI LICEUM OGÓLNOKSZTAŁCĄCE W SUWAŁKACH, zsales@poczta.onet.pl, http://www.zssal.suwalki.pl, Typ: Liceum ogólnokształcące,Suwałki
VII LICEUM OGÓLNOKSZTAŁCĄCE IM. NAUCZYCIELI TAJNEGO NAUCZANIA W BIAŁYMSTOKU, lo7@um.bialystok.pl, http://www.7lo.bialystok.pl, Typ: Liceum ogólnokształcące,Białystok
VII LICEUM OGÓLNOKSZTAŁCĄCE W ŁOMŻY, sekwet@wp.pl, http://, Typ: Liceum ogólnokształcące,Łomża
VII LICEUM OGÓLNOKSZTAŁCĄCE Z ODDZIAŁAMI DWUJĘZYCZNYMI W SUWAŁKACH, sekretariat.7lo@pwsz.suwalki.pl, http://pwsz.suwalki.pl/vii-lo/, Typ: Liceum ogólnokształcące,Suwałki
VIII LICEUM OGÓLNOKSZTAŁCĄCE IM. KRÓLA KAZIMIERZA WIELKIEGO W BIAŁYMSTOKU, lo8@um.bialystok.pl, http://www.8lo.bialystok.pl, Typ: Liceum ogólnokształcące,Białystok
X LICEUM OGÓLNOKSZTAŁCĄCE W BIAŁYMSTOKU, lo10@um.bialystok.pl, http://www.10lo.pl, Typ: Liceum ogólnokształcące,Białystok
XI LICEUM OGÓLNOKSZTAŁCĄCE IM. ROTMISTRZA WITOLDA PILECKIEGO W BIAŁYMSTOKU, lo11@um.bialystok.pl, http://www.xilo.bialystok.pl, Typ: Liceum ogólnokształcące,Białystok
XII LICEUM OGÓLNOKSZTAŁCĄCE MISTRZOSTWA SPORTOWEGO W BIAŁYMSTOKU ZESPOŁU SZKÓŁ OGÓLNOKSZTAŁCĄCYCH MISTRZOSTWA SPORTOWEGO NR 3 "PIETRASZE" W BIAŁYMSTOKU, sp32@um.bialystok.pl, https://sp32.edu.pl/, Typ: Liceum ogólnokształcące,Białystok
XIII LICEUM OGÓLNOKSZTAŁCĄCE W BIAŁYMSTOKU ZESPOŁU SZKÓŁ OGÓLNOKSZTAŁCĄCYCH MISTRZOSTWA SPORTOWEGO NR 1 IM. MARII KONOPNICKIEJ W BIAŁYMSTOKU, zsoms@um.bialystok.pl, http://www.zsoms.pl, Typ: Liceum ogólnokształcące,Białystok
XIV LICEUM OGÓLNOKSZTAŁCĄCE IM. RYSZARDA KACZOROWSKIEGO W BIAŁYMSTOKU, lo14@um.bialystok.pl, http://www.14lobialystok.pl, Typ: Liceum ogólnokształcące,Białystok
XIX LICEUM OGÓLNOKSZTAŁCĄCE MISTRZOSTWA SPORTOWEGO W BIAŁYMSTOKU ZESPOŁU SZKÓŁ OGÓLNOKSZTAŁCĄCYCH MISTRZOSTWA SPORTOWEGO NR 2 W BIAŁYMSTOKU, sp29@um.bialystok.pl, http://, Typ: Liceum ogólnokształcące,Białystok
