nazwa,email,www,typ,miasto
LICEUM OGÓLNOKSZTAŁCĄCE STOWARZYSZENIA PRZYJACIÓŁ SZKÓŁ KATOLICKICH, biuro@spsk.edu.pl, http://www.spsk.edu.pl, Typ: Liceum ogólnokształcące,Bartoszyce
LICEUM OGÓLNOKSZTAŁCĄCE TEB EDUKACJA, olsztyn@teb-edukacja.pl, http://, Typ: Liceum ogólnokształcące,Olsztyn
LICEUM OGÓLNOKSZTAŁCĄCE TEB EDUKACJA DLA DOROSŁYCH W OLSZTYNIE, olsztyn@teb.pl, http://www.teb.pl, Typ: Liceum ogólnokształcące,Olsztyn
LICEUM OGÓLNOKSZTAŁCĄCE W BARCZEWIE,, http://www.lo.barczewo.pl, Typ: Liceum ogólnokształcące,Barczewo
LICEUM OGÓLNOKSZTAŁCĄCE W BARTOSZYCACH, bartoszyce@wmzdz.pl, http://szkolabartoszyce.wmzdz.pl, Typ: Liceum ogólnokształcące,Bartoszyce
LICEUM OGÓLNOKSZTAŁCĄCE W BIAŁEJ PISKIEJ W ZESPOLE SZKÓŁ NR 1 W BIAŁEJ PISKIEJ, sekretariat@zsnr1bialapiska.pl, http://www.zsnr1bialapiska.pl, Typ: Liceum ogólnokształcące,BiałaPiska
LICEUM OGÓLNOKSZTAŁCĄCE W DOBRYM MIEŚCIE, zsdm@zsdm.edu.pl, http://www.zsdm.edu.pl, Typ: Liceum ogólnokształcące,DobreMiasto
LICEUM OGÓLNOKSZTAŁCĄCE W EŁKU, sekretariat@zss.elk.pl, http://www.zss.elk.edu.pl, Typ: Liceum ogólnokształcące,Ełk
LICEUM OGÓLNOKSZTAŁCĄCE W GÓROWIE IŁAWECKIM, zsgorowoil@wp.pl, http://www.zsgorowoil.edupage.org, Typ: Liceum ogólnokształcące,GórowoIławeckie
LICEUM OGÓLNOKSZTAŁCĄCE W ORZYSZU W ZESPOLE SZKÓŁ OGÓLNOKSZTAŁCĄCYCH W ORZYSZU, lo@orzysz.pl, http://, Typ: Liceum ogólnokształcące,Orzysz
LICEUM OGÓLNOKSZTAŁCĄCE W PISZU ZAKŁADU DOSKONALENIA ZAWODOWEGO W BIAŁYMSTOKU, pisz@zdz.bialystok.pl, http://www.pisz.zdz.bialystok.pl, Typ: Liceum ogólnokształcące,Pisz
LICEUM OGÓLNOKSZTAŁCĄCE W RESZLU, rataj@zsreszel.pl, http://www.zsreszel.pl, Typ: Liceum ogólnokształcące,Reszel
LICEUM OGÓLNOKSZTAŁCĄCE W ROZOGACH, zsrozogi@interia.pl, http://zsrozogi.pl, Typ: Liceum ogólnokształcące,Rozogi
LICEUM OGÓLNOKSZTAŁCĄCE W RUCIANEM-NIDZIE W ZESPOLE SZKÓŁ LEŚNYCH W RUCIANEM-NIDZIE, zsdilsz@wp.pl, http://www.zsl.org.pl, Typ: Liceum ogólnokształcące,Ruciane-Nida
LICEUM OGÓLNOKSZTAŁCĄCE W ZESPOLE SZKÓŁ OGÓLNOKSZTAŁCĄCYCH W LIDZBARKU WARMIŃSKIM,, http://, Typ: Liceum ogólnokształcące,LidzbarkWarmiński
LICEUM OGÓLNOKSZTAŁCĄCE W ZESPOLE SZKÓŁ OGÓLNOKSZTAŁCĄCYCH W NIDZICY, lo_nidzica@poczta.onet.pl, http://, Typ: Liceum ogólnokształcące,Nidzica
LICEUM OGÓLNOKSZTAŁCĄCE W ZESPOLE SZKÓŁ ROLNICZYCH I OGÓLNOKSZTAŁCĄCYCH W JAGARZEWIE,, http://, Typ: Liceum ogólnokształcące,Janowo
LICEUM OGÓLNOKSZTAŁCĄCE W ZESPOLE SZKÓŁ TECHNICZNYCH I OGÓLNOKSZTAŁCĄCYCH IM. KS. EDMUNDA DOMAŃSKIEGO W IŁOWIE - OSADZIE, zszilowo@mailbox.olsztyn.pl, http://www.zszilowo.edu.pl, Typ: Liceum ogólnokształcące,Iłowo-Osada
LICEUM OGÓLNOKSZTAŁCĄCE W ZESPOLE SZKÓŁ ZAWODOWYCH I OGÓLNOKSZTAŁCĄCYCH W NIDZICY, zsziownidzicy@interia.pl, http://, Typ: Liceum ogólnokształcące,Nidzica
LICEUM OGÓLNOKSZTAŁCĄCE Z ODDZIAŁAMI DWUJĘZYCZNYMI  IM. K. K.  BACZYŃSKIEGO W LIDZBARKU, lidzbarklo3@wp.pl, http://www.lolidzbark.cba.pl, Typ: Liceum ogólnokształcące,Lidzbark
LICEUM OGÓLNOKSZTAŁCĄCE Z UKRAIŃSKIM JĘZYKIEM NAUCZANIA W GÓROWIE IŁAWECKIM, sekretariat@szkolazdumka.pl, http://www.szkolazdumka.pl, Typ: Liceum ogólnokształcące,GórowoIławeckie
LICEUM OGÓLNOKSZTAŁCĄCE ZAKŁADU DOSKONALENIA ZAWODOWEGO W BIAŁYMSTOKU Z SIEDZIBĄ W EŁKU, elk@zdz.bialystok.pl, http://zdz.bialystok.pl/elk, Typ: Liceum ogólnokształcące,Ełk
LICEUM OGÓLNOKSZTAŁCĄCE ZAKŁADU DOSKONALENIA ZAWODOWEGO W BIAŁYMSTOKU Z SIEDZIBĄ W GIŻYCKU, gizycko@zdz.bialystok.pl, http://www.gizycko.zdz.bialystok.pl, Typ: Liceum ogólnokształcące,Giżycko
LICEUM OGÓLNOKSZTAŁCĄCE ZAOCZNE MAZURSKO-PODLASKIEGO CENTRUM EDUKACJI, mpcegoldap@wp.pl, http://, Typ: Liceum ogólnokształcące,Gołdap
LICEUM OGÓLNOKSZTAŁCĄCE ZAOCZNE W OLSZTYNIE, sekretariat@zso2.olsztyn.eu, http://www.4lo.pl, Typ: Liceum ogólnokształcące,Olsztyn
LICEUM OGÓLNOKSZTAŁCĄCEGO DLA DOROSŁYCH ZAKŁADU DOSKONALENIA ZAWODOWEGO W BIAŁYMSTOKU Z SIEDZIBĄ W EŁKU, elk@zdz.bialystok.pl, http://zdz.bialystok.pl/elk, Typ: Liceum ogólnokształcące,Ełk
LICEUM OGÓLNOSZTAŁCĄCE DLA DOROSŁYCH, zspjeziorany@wp.pl, http://www.zspjeziorany.szkolnastrona.pl, Typ: Liceum ogólnokształcące,Jeziorany
LICEUM PROFILOWANE,, http://, Typ: Liceum profilowane,Szczytno
MEDYCZNA SZKOŁA POLICEALNA "COSINUS" W OLSZTYNIE, olsztyn@cosinus.pl, http://, Typ: Szkoła policealna,Olsztyn
MEDYCZNA SZKOŁA ZAWODOWA PROMEDICA, sekretariat@szkola-promedica.pl, http://www.szkola-promedica.pl, Typ: Szkoła policealna,Olsztyn
NIEPUBLICZNA POLICEALNA SZKOŁA ZAWODOWA "ŻAK", olsztyn@zak.edu.pl, http://www.zak.edu.pl, Typ: Szkoła policealna,Olsztyn
NIEPUBLICZNA SZKOŁA POLICEALNA CENTRUM EDUKACJI ZAWODOWEJ W OLSZTYNIE,, http://, Typ: Szkoła policealna,Olsztyn
NIEPUBLICZNA SZKOŁA POLICEALNA W LIDZBARKU WARMIŃSKIM, d_lange@interia.pl, http://www.cez.olsztyn.pl, Typ: Szkoła policealna,LidzbarkWarmiński
NIEPUBLICZNE LICEUM OGOLNOKSZTAŁCĄCE DLA DOROSŁYCH W BARTOSZYCACH, bartoszyce@wmzdz.pl, http://www.szkolabartoszyce.pl, Typ: Liceum ogólnokształcące,Bartoszyce
NIEPUBLICZNE LICEUM OGÓLNOKSZTAŁCĄCE  REGENT Z ODDZIAŁAMI DWUJĘZYCZNYMI W ELBLĄGU, liceum@regent.edu.pl, http://liceum.regent.edu.pl, Typ: Liceum ogólnokształcące,Elbląg
NIEPUBLICZNE LICEUM OGÓLNOKSZTAŁCĄCE "PLATON" W OLSZTYNIE, ewa1234-74@tlen.pl, http://, Typ: Liceum ogólnokształcące,Olsztyn
NIEPUBLICZNE LICEUM OGÓLNOKSZTAŁCĄCE DLA DOROSŁYCH CENTRUM EDUKACJI ZAWODOWEJ W OLSZTYNIE,, http://, Typ: Liceum ogólnokształcące,Olsztyn
NIEPUBLICZNE LICEUM OGÓLNOKSZTAŁCĄCE DLA DOROSŁYCH W LIDZBARKU WARMIŃSKIM, d_lange@interia.pl, http://www.cez.olsztyn.pl, Typ: Liceum ogólnokształcące,LidzbarkWarmiński
NIEPUBLICZNE LICEUM OGÓLNOKSZTAŁCĄCE DLA DOROSŁYCH W PISZU, ce.pisz@op.pl, http://www.ce.pisz.pl, Typ: Liceum ogólnokształcące,Pisz
NOVA LICEUM OGÓLNOKSZTAŁCĄCE DLA DOROSŁYCH W OLSZTYNIE, olsztyn@nova.edu.pl, http://, Typ: Liceum ogólnokształcące,Olsztyn
NOVA POLICEALNA SZKOŁA PROMOCJI KADR DLA DOROSŁYCH W OLSZTYNIE, olsztyn@nova.edu.pl, http://, Typ: Szkoła policealna,Olsztyn
NOVA POLICEALNA SZKOŁA ZAWODOWA DLA DOROSŁYCH W OLSZTYNIE, olsztyn@nova.edu.pl, http://nova.edu.pl, Typ: Szkoła policealna,Olsztyn
OVO LICEUM OGÓLNOKSZTAŁCĄCE DLA DOROSŁYCH W OLSZTYNIE, makari.biuro@wp.pl, http://, Typ: Liceum ogólnokształcące,Olsztyn
OVO POLICEALNA SZKOŁA ZAWODOWA W OLSZTYNIE, makari.biuro@wp.pl, http://, Typ: Szkoła policealna,Olsztyn
PASJA SZKOŁA POLICEALNA, sekretariat@pasjaolsztyn.edu.pl, http://pasjaolsztyn.edu.pl, Typ: Szkoła policealna,Olsztyn
PASJA SZKOŁA POLICEALNA DLA MŁODZIEŻY, sekretariat@pasjaolsztyn.edu.pl, http://, Typ: Szkoła policealna,Olsztyn
POLICEALNA SZKOŁA TEB EDUKACJA, olsztyn@teb-edukacja.pl, http://www.teb.pl, Typ: Szkoła policealna,Olsztyn
POLICEALNE MEDYCZNE STUDIUM ZAWODOWE "FAMA" DLA DOROSŁYCH W OLSZTYNIE, sekretariat@fama.olsztyn.pl, http://www.fama.olsztyn.pl, Typ: Szkoła policealna,Olsztyn
POLICEALNE MEDYCZNE STUDIUM ZAWODOWE "FAMA" W OLSZTYNIE, sekretariat@fama.olsztyn.pl, http://www.fama.olsztyn.pl, Typ: Szkoła policealna,Olsztyn
POLICEALNE STUDIUM PRZEDSIĘBIORCZOŚCI I ZARZĄDZANIA W EŁKU, elkforum_edu@wp.pl, http://, Typ: Szkoła policealna,Ełk
POLICEALNE STUDIUM ZAWODOWE "COGITO", cogito@cogito.olsztyn.pl, http://www.cogito.olsztyn.pl, Typ: Szkoła policealna,Olsztyn
POLICEALNE STUDIUM ZAWODOWE "FAMA", sekretariat@fama.olsztyn.pl, http://www.fama.olsztyn.pl, Typ: Szkoła policealna,Olsztyn
POLICEALNE STUDIUM ZAWODOWE W PISZU,, http://, Typ: Szkoła policealna,Pisz
POLICEALNE STUDIUM ZAWODOWE W SZCZYTNIE,, http://, Typ: Szkoła policealna,Szczytno
POLSKA SZKOŁA OPIEKUNÓW MEDYCZNYCH, SZKOLA.PSOM@GMAIL.COM, http://www.psom.olsztyn.pl, Typ: Szkoła policealna,Olsztyn
POLSKIE TOWARZYSTWO EKONOMICZNE POLICEALNA SZKOŁA ZAWODOWA W OLSZTYNIE, pte@pteolsztyn.edu.pl, http://www.pteolsztyn.edu.pl, Typ: Szkoła policealna,Olsztyn
POMORSKIE TOWARZYSTWO EDUKACYJNE "FAMA" STUDIUM POLICEALNE "FAMA", sekretariat@fama.olsztyn.pl, http://www.fama.olsztyn.pl, Typ: Szkoła policealna,Olsztyn
PRYMUS LICEUM OGÓLNOKSZTAŁCĄCE DLA DOROSŁYCH W OLSZTYNIE, wernitospzoo@gmail.com, http://, Typ: Liceum ogólnokształcące,Olsztyn
PRYMUS LICEUM OGÓLNOKSZTAŁCĄCE DLA MŁODZIEŻY W OLSZTYNIE, wernitospzoo@gmail.com, http://, Typ: Liceum ogólnokształcące,Olsztyn
PRYMUS POLICEALNA SZKOŁA ZAWODOWA W OLSZTYNIE, wernitospzoo@gmail.com, http://, Typ: Szkoła policealna,Olsztyn
PRYWATNE LICEUM OGÓLNOKSZTAŁCĄCE DLA DOROSŁYCH "COGITO", cogito@cogito.olsztyn.pl, http://www.cogito.olsztyn.pl, Typ: Liceum ogólnokształcące,Olsztyn
PRYWATNE LICEUM OGÓLNOKSZTAŁCĄCE DLA DOROSŁYCH K.L.J. MOCARSCY - JAROMIR MOCARSKI, liceum@mocarscy.edu.pl, http://www.mocarscy.edu.pl, Typ: Liceum ogólnokształcące,Olsztyn
PRYWATNE LICEUM OGÓLNOKSZTAŁCĄCE DLA DOROSŁYCH W DZIAŁDOWIE, sekretariatlo@vp.pl, http://, Typ: Liceum ogólnokształcące,Działdowo
PRYWATNE POLICEALNE STUDIUM "COSINUS" W ELBLĄGU, elblag@cosinus.pl, http://, Typ: Szkoła policealna,Elbląg
PUBLICZNA POLICEALNA SZKOŁA "COSINUS PLUS" W OLSZTYNIE, olsztyn@cosinus.pl, http://, Typ: Szkoła policealna,Olsztyn
PUBLICZNE LICEUM OGÓLNOKSZTAŁCĄCE ZAKONU PIJARÓW, elblagpijarzy@wp.pl, http://www.elblag.pijarzy.pl, Typ: Liceum ogólnokształcące,Elbląg
SALEZJAŃSKIE LICEUM OGÓLNOKSZTAŁCĄCE IM. ŚW. DOMINIKA SAVIO W OSTRÓDZIE, slo.ostroda2@wp.pl, http://www.ostroda.salezjanie.pl, Typ: Liceum ogólnokształcące,Ostróda
SAMORZĄDOWE LICEUM OGÓLNOKSZTAŁCĄCE W WYDMINACH,, http://, Typ: Liceum ogólnokształcące,Wydminy
SPECJALNA SZKOŁA POLICEALNA NR 3, osw_gluchych_olecko@poczta.fm, http://www.oswg.olecko.pl, Typ: Szkoła policealna,Olecko
SPOŁECZNE LICEUM OGÓLNOKSZTAŁCĄCE IM. MARION DÖNHOFF W MIKOŁAJKACH, szkoly.sto.mikolajki@poczta.fm, http://WWW.STO-MIKOLAJKI.PL, Typ: Liceum ogólnokształcące,Mikołajki
SPOŁECZNE LICEUM OGÓLNOKSZTAŁCĄCE SPOŁECZNEGO TOWARZYSTWA OŚWIATOWEGO, zssto-olecko@wp.pl, http://www.spoleczna.olecko.edu.pl, Typ: Liceum ogólnokształcące,Olecko
STACJONARNA POLICEALNA SZKOŁA MEDYCZNA "PASCAL" W EŁKU, a.lampka@pascal.edu.pl, http://, Typ: Szkoła policealna,Ełk
STACJONARNA POLICEALNA SZKOŁA MEDYCZNA PASCAL W OSTRÓDZIE, ostroda@pascal.edu.pl, http://www.pascal.edu.pl, Typ: Szkoła policealna,Ostróda
STUDIUM MEDYCZNE TEB EDUKACJA, olsztyn@teb-edukacja.pl, http://www.teb.pl, Typ: Szkoła policealna,Olsztyn
STUDIUM OBSŁUGI CELNEJ W EŁKU, elkforum_edu@wp.pl, http://, Typ: Szkoła policealna,Ełk
STUDIUM POLICEALNE "OSKAR", oskar@oskar.olsztyn.pl, http://www.oskar.olsztyn.pl, Typ: Szkoła policealna,Olsztyn
STUDIUM POLICEALNE EUROPEJSKIEGO INSTYTUTU NAUK STOSOWANYCH W OLSZTYNIE, sekretariat@e-instytut.com.pl, http://, Typ: Szkoła policealna,Olsztyn
SZKOŁA MISTRZOSTWA SPORTOWEGO LICEUM OGÓLNOKSZTAŁCĄCE W OSTRÓDZIE, smsostroda@wp.pl, http://www.smsostroda.pl, Typ: Liceum ogólnokształcące,Ostróda
SZKOŁA POLICEALNA, zssusz@wp.pl, http://www.zssusz.home.pl, Typ: Szkoła policealna,Susz
SZKOŁA POLICEALNA, sekretariat@zsnr1bialapiska.pl, http://www.zsnr1bialapiska.pl, Typ: Szkoła policealna,BiałaPiska
SZKOŁA POLICEALNA,, http://, Typ: Szkoła policealna,Nidzica
SZKOŁA POLICEALNA, zszbraniewo@o2.pl, http://www.zszbraniewo.pl, Typ: Szkoła policealna,Braniewo
SZKOŁA POLICEALNA, sekretariat@zsb.iq.pl, http://www.zsb.iq.pl, Typ: Szkoła policealna,Braniewo
SZKOŁA POLICEALNA, kisielicerol@pro.onet.pl, http://www.zsr-kisielice.pl, Typ: Szkoła policealna,Kisielice
SZKOŁA POLICEALNA, zsimc.k.norwida@wp.pl, http://www.norwid.eu, Typ: Szkoła policealna,NoweMiastoLubawskie
SZKOŁA POLICEALNA  IM.JADWIGI ROMANOWSKIEJ, studium@medyk-elblag.pl, http://www.medyk-elblag.pl, Typ: Szkoła policealna,Elbląg
SZKOŁA POLICEALNA  NR 2 W IŁAWIE, zsilawa@powiat-ilawski.pl, http://www.zsilawa.pl, Typ: Szkoła policealna,Iława
SZKOŁA POLICEALNA "COSINUS  PLUS" W ELBLĄGU, elblag@cosinus.pl, http://www.cosinus.pl, Typ: Szkoła policealna,Elbląg
SZKOŁA POLICEALNA "COSINUS PLUS" W OLSZTYNIE, m.mielczarek@cosinus.pl, http://www.cosinus.pl, Typ: Szkoła policealna,Olsztyn
SZKOŁA POLICEALNA ADMINISTRACJI " ŻAK", elblag@zak.edu.pl, http://www.elblag.zak.edu.pl, Typ: Szkoła policealna,Elbląg
SZKOŁA POLICEALNA BEZPIECZEŃSTWA I HIGIENY PRACY "ŻAK", elblag@zak.edu.pl, http://www.elblag.zak.edu.pl, Typ: Szkoła policealna,Elbląg
SZKOŁA POLICEALNA CENTRUM NAUKI I BIZNESU "ŻAK", elblag@zak.edu.pl, http://www.elblag.zak.edu.pl, Typ: Szkoła policealna,Elbląg
SZKOŁA POLICEALNA CENTRUM NAUKI I BIZNESU "ŻAK" W OLSZTYNIE, olsztyn@zak.edu.pl, http://www.zak.edu.pl, Typ: Szkoła policealna,Olsztyn
SZKOŁA POLICEALNA DLA DOROSŁYCH "STOPKA" W IŁAWIE, studiumstopka@wp.pl, http://, Typ: Szkoła policealna,Iława
SZKOŁA POLICEALNA IM. GEN. JANA HENRYKA DĄBROWSKIEGO W DOBROCINIE, sekret.dobrocin@interia.pl, http://, Typ: Szkoła policealna,Małdyty
SZKOŁA POLICEALNA IM. HANNY CHRZANOWSKIEJ, sekretmsz@wp.pl, http://www.medykgizycko.mazury.edu.pl, Typ: Szkoła policealna,Giżycko
SZKOŁA POLICEALNA IM. NOBLISTÓW POLSKICH, sekretariat@zszkurzetnik.pl, http://www.zszkurzetnik.pl, Typ: Szkoła policealna,Kurzętnik
SZKOŁA POLICEALNA IM. PROF. ZBIGNIEWA RELIGI W OLSZTYNIE, sekretariat@medyk.olsztyn.pl, http://www.medyk.olsztyn.pl, Typ: Szkoła policealna,Olsztyn
SZKOŁA POLICEALNA IM.JADWIGI ROMANOWSKIEJ, studium@medyk-elblag.pl, http://www.medyk-elblag.pl, Typ: Szkoła policealna,Elbląg
SZKOŁA POLICEALNA KOSMETYCZNA "ŻAK", elblag@zak.edu.pl, http://www.elblag.zak.edu.pl, Typ: Szkoła policealna,Elbląg
SZKOŁA POLICEALNA KOSMETYCZNA "ŻAK", olsztyn@zak.edu.pl, http://www.zak.edu.pl, Typ: Szkoła policealna,Olsztyn
SZKOŁA POLICEALNA MEDYCZNA "ŻAK" W OLSZTYNIE, olsztyn@zak.edu.pl, http://, Typ: Szkoła policealna,Olsztyn
SZKOŁA POLICEALNA NR 1, liceumilawa@poczta.onet.pl, http://, Typ: Szkoła policealna,Iława
SZKOŁA POLICEALNA NR 1, liceum@lowegorzewo.pl, http://www.lowegorzewo.pl, Typ: Szkoła policealna,Węgorzewo
SZKOŁA POLICEALNA NR 1, zsliz.olecko1@gmail.com, http://www.zsliz.olecko.szkolnastrona.pl, Typ: Szkoła policealna,Olecko
SZKOŁA POLICEALNA NR 1, zszgoldap@post.pl, http://, Typ: Szkoła policealna,Gołdap
SZKOŁA POLICEALNA NR 1 SPECJALNA DLA UCZNIÓW NIESŁYSZĄCYCH W OLSZTYNIE, oswnies@poczta.onet.pl, http://www.oswnies.olsztyn.pl, Typ: Szkoła policealna,Olsztyn
SZKOŁA POLICEALNA NR 1 W ZESPOLE SZKÓŁ W PASŁĘKU, zspaslek@wp.pl, http://zspaslek.edu.pl, Typ: Szkoła policealna,Pasłęk
SZKOŁA POLICEALNA NR 1 W ZESPOLE SZKÓŁ ZAWODOWYCH CKU W ORNECIE,, http://, Typ: Szkoła policealna,Orneta
SZKOŁA POLICEALNA NR 1 W ZESPOLE SZKÓŁ ZAWODOWYCH W LIDZBARKU WARMIŃSKIM,, http://, Typ: Szkoła policealna,LidzbarkWarmiński
SZKOŁA POLICEALNA NR 2, zszwegorzewo@pro.onet.pl, http://www.zszwegorzewo.pl, Typ: Szkoła policealna,Węgorzewo
SZKOŁA POLICEALNA NR 2, zst@zst.olecko.pl, http://www.zst.olecko.pl, Typ: Szkoła policealna,Olecko
SZKOŁA POLICEALNA NR 2 W MORĄGU, lomorag@poczta.fm, http://www.zsl-13.pl, Typ: Szkoła policealna,Morąg
SZKOŁA POLICEALNA NR 2 W OSTRÓDZIE, zszostroda@poczta.onet.pl, http://www.ekonomik.webd.pl, Typ: Szkoła policealna,Ostróda
SZKOŁA POLICEALNA NR 2 W ZESPOLE SZKÓŁ I PLACÓWEK OŚWIATOWYCH W LIDZBARKU WARMIŃSKIM,, http://, Typ: Szkoła policealna,LidzbarkWarmiński
SZKOŁA POLICEALNA NR 2 W ZESPOLE SZKÓŁ OGÓLNOKSZTAŁCĄCYCH W ORNECIE, zso.orneta@op.pl, http://zsoorneta.szkolnastrona.pl, Typ: Szkoła policealna,Orneta
SZKOŁA POLICEALNA NR 3 W OLSZTYNIE, sekretariat@ekonomik.olsztyn.pl, http://www.ekonomik.olsztyn.pl, Typ: Szkoła policealna,Olsztyn
SZKOŁA POLICEALNA NR 3 W ZESPOLE SZKÓŁ ROLNICZYCH IM. W. WITOSA W OSTRÓDZIE, sekretariat@rolnik.edu.pl, http://www.rolnik.edu.pl, Typ: Szkoła policealna,Ostróda
SZKOŁA POLICEALNA NR 4 W GIŻYCKU, cku11_gizycko@poczta.onet.pl, http://www.ckziuwg.pl, Typ: Szkoła policealna,Giżycko
SZKOŁA POLICEALNA NR 5 DLA DOROSŁYCH W EŁKU, ekonomiak@gmail.com, http://zs5.elk.pl, Typ: Szkoła policealna,Ełk
SZKOŁA POLICEALNA NR 7 TOWARZYSTWA WIEDZY POWSZECHNEJ, twp@twp.olsztyn.pl, http://twp.olsztyn.pl, Typ: Szkoła policealna,Olsztyn
SZKOŁA POLICEALNA NR 7 W EŁKU, sekretariat@ckpiu.pl, http://ckpiu.pl, Typ: Szkoła policealna,Ełk
SZKOŁA POLICEALNA OPIEKI MEDYCZNEJ "ŻAK" W ELBLĄGU, elblag@zak.edu.pl, https://elblag.zak.edu.pl, Typ: Szkoła policealna,Elbląg
SZKOŁA POLICEALNA PRO MEDICA, sekretariat@szkola-promedica.pl, http://www.szkola-promedica.pl, Typ: Szkoła policealna,Olsztyn
SZKOŁA POLICEALNA PTE, pte@pteolsztyn.edu.pl, http://www.pteolsztyn.edu.pl, Typ: Szkoła policealna,Olsztyn
SZKOŁA POLICEALNA STUDIUM PRACOWNIKÓW MEDYCZNYCH I SPOŁECZNYCH, info@oswiatalingwista.eu, http://www.oswiatalingwista.eu, Typ: Szkoła policealna,Olsztyn
SZKOŁA POLICEALNA TOWARZYSTWA WIEDZY POWSZECHNEJ W KĘTRZYNIE, twpketrzyn@wp.pl, http://, Typ: Szkoła policealna,Kętrzyn
SZKOŁA POLICEALNA W BARTOSZYCACH, bartoszyce@wmzdz.pl, http://szkolabartoszyce.wmzdz.pl, Typ: Szkoła policealna,Bartoszyce
SZKOŁA POLICEALNA W BRANIEWIE, braniewo@wmzdz.pl, http://www.szkolabraniewo.pl, Typ: Szkoła policealna,Braniewo
SZKOŁA POLICEALNA W CENTRUM KSZTAŁCENIA USTAWICZNEGO W OSTRÓDZIE, cku2002@poczta.onet.pl, http://www.ckuostroda.pl, Typ: Szkoła policealna,Ostróda
SZKOŁA POLICEALNA W DZIAŁDOWIE, cku@darsa.pl, http://www.edukacja.darsa.pl, Typ: Szkoła policealna,Działdowo
SZKOŁA POLICEALNA W EŁKU, medstud@vp.pl, http://www.medyk.lh.pl, Typ: Szkoła policealna,Ełk
SZKOŁA POLICEALNA W EŁKU, medstud@vp.pl, http://www.medyk.lh.pl, Typ: Szkoła policealna,Ełk
SZKOŁA POLICEALNA W GÓROWIE IŁAWECKIM, zsgorowoil@wp.pl, http://www.zsgorowoil.edupage.org, Typ: Szkoła policealna,GórowoIławeckie
SZKOŁA POLICEALNA W IŁAWIE, ilawa@wmzdz.pl, http://www.szkolailawa.pl, Typ: Szkoła policealna,Iława
SZKOŁA POLICEALNA W KĘTRZYNIE,, http://, Typ: Szkoła policealna,Kętrzyn
SZKOŁA POLICEALNA W KĘTRZYNIE, ketrzyn@wmzdz.pl, http://, Typ: Szkoła policealna,Kętrzyn
SZKOŁA POLICEALNA W LIDZBARKU WARMIŃSKIM, lidzbark@wmzdz.pl, http://, Typ: Szkoła policealna,LidzbarkWarmiński
SZKOŁA POLICEALNA W LUBAWIE, zs-sekretariat@zs.lubawa.pl, http://www.zs.lubawa.pl, Typ: Szkoła policealna,Lubawa
SZKOŁA POLICEALNA W LUBAWIE, biuro@wkl.edu.pl, http://, Typ: Szkoła policealna,Lubawa
SZKOŁA POLICEALNA W MRĄGOWIE,, http://, Typ: Szkoła policealna,Mrągowo
SZKOŁA POLICEALNA W NIDZICY,, http://, Typ: Szkoła policealna,Nidzica
SZKOŁA POLICEALNA W OLSZTYNIE, bp@wmzdz.pl, http://www.wmzdz.pl, Typ: Szkoła policealna,Olsztyn
SZKOŁA POLICEALNA W PISZU W ZESPOLE PLACÓWEK KSZTAŁCENIA USTAWICZNEGO W PISZU, zpku@powiat.pisz.pl, http://www.zpkupisz.szkolnastrona.pl, Typ: Szkoła policealna,Pisz
SZKOŁA POLICEALNA W ZESPOLE SZKÓŁ IM. EMILII SUKERTOWEJ - BIEDRAWINY W MALINOWIE, zs_malinowo@op.pl, https://zsmalinowo.com/, Typ: Szkoła policealna,Działdowo
SZKOŁA POLICEALNA W ZESPOLE SZKÓŁ ZAWODOWYCH I OGÓLNOKSZTAŁCĄCYCH W MORĄGU, mgzszio@poczta.onet.pl, http://www.moragzszio.com.pl, Typ: Szkoła policealna,Morąg
SZKOŁA POLICEALNA WCHODZĄCA W SKŁAD CENTRUM KSZTAŁCENIA ZAWODOWEGO I USTAWICZNEGO W ELBLĄGU, ckziu@elblag.eu, http://, Typ: Szkoła policealna,Elbląg
SZKOŁA POLICEALNA WCHODZĄCA W SKŁAD ZESPOŁU SZKÓL INŻYNIERII  ŚRODOWISKA I USŁUG W ELBLĄGU, zsisiu@elblag.eu, http://, Typ: Szkoła policealna,Elbląg
SZKOŁA POLICEALNA WCHODZĄCA W SKŁAD ZESPOŁU SZKÓŁ EKONOMICZNYCH I OGÓLNOKSZTAŁCĄCYCH W ELBLĄGU, zseio@elblag.eu, http://, Typ: Szkoła policealna,Elbląg
SZKOŁA POLICEALNA WCHODZĄCA W SKŁAD ZESPOŁU SZKÓŁ MECHANICZNYCH W ELBLĄGU, zsm@elblag.eu, http://, Typ: Szkoła policealna,Elbląg
SZKOŁA POLICEALNA WCHODZĄCA W SKŁAD ZESPOŁU SZKÓŁ TECHNICZNO-INFORMATYCZNYCH W ELBLĄGU, zsti@elblag.eu, http://, Typ: Szkoła policealna,Elbląg
SZKOŁA POLICEALNA- LEŚNA, zsdilsz@wp.pl, http://www.zsl.org.pl, Typ: Szkoła policealna,Ruciane-Nida
TECHNIKUM, zslidzbark@vp.pl, http://www.zslidzbark.edu.pl, Typ: Technikum,Lidzbark
TECHNIKUM, kisielicerol@pro.onet.pl, http://www.zsr-kisielice.pl, Typ: Technikum,Kisielice
TECHNIKUM, zs-sekretariat@zs.lubawa.pl, http://, Typ: Technikum,Lubawa
TECHNIKUM, zszgoldap@post.pl, http://, Typ: Technikum,Gołdap
