nazwa,email,www,typ,miasto
LICEUM OGÓLNOKSZTAŁCĄCE DLA DOROSŁYCH W KWIDZYNIE ZESPÓŁ SZKÓŁ OGÓLNOKSZTAŁCĄCYCH NR 1 W KWIDZYNIE, sekretariat@zsokwidzyn.pl, http://www.1lo.ckj.edu.pl, Typ: Liceum ogólnokształcące,Kwidzyn
LICEUM OGÓLNOKSZTAŁCĄCE DLA DOROSŁYCH W LUZINIE, sekretariat@kceluzino.pl, http://, Typ: Liceum ogólnokształcące,Luzino
LICEUM OGÓLNOKSZTAŁCĄCE DLA DOROSŁYCH W ŁĘGU,, http://, Typ: Liceum ogólnokształcące,Łąg
LICEUM OGÓLNOKSZTAŁCĄCE DLA DOROSŁYCH W PRABUTACH ZESPÓŁ SZKÓŁ W PRABUTACH, dyrektor.zspp@zspprabuty.pl, http://, Typ: Liceum ogólnokształcące,Prabuty
LICEUM OGÓLNOKSZTAŁCĄCE DLA DOROSŁYCH W PUCKU W POWIATOWYM CENTRUM KSZTAŁCENIA ZAWODOWEGO I USTAWICZNEGO W PUCKU, kancelaria@pckziu-puck.pl, http://www.pckziu-puck.pl, Typ: Liceum ogólnokształcące,Puck
LICEUM OGÓLNOKSZTAŁCĄCE DLA DOROSŁYCH W REDZIE, szkola@zspreda.pl, http://pzsreda.edu.pl/, Typ: Liceum ogólnokształcące,Reda
LICEUM OGÓLNOKSZTAŁCĄCE DLA DOROSŁYCH W RUMI, 1lo@rumia.edu.pl, http://www.lo1.rumia.pl, Typ: Liceum ogólnokształcące,Rumia
LICEUM OGÓLNOKSZTAŁCĄCE DLA DOROSŁYCH W SŁUPSKU, sekretariat@ckziu.slupsk.pl, http://ckziu.slupsk.pl, Typ: Liceum ogólnokształcące,Słupsk
LICEUM OGÓLNOKSZTAŁCĄCE DLA DOROSŁYCH W STAROGARDZIE GDAŃSKIM,, http://, Typ: Liceum ogólnokształcące,StarogardGdański
LICEUM OGÓLNOKSZTAŁCĄCE DLA DOROSŁYCH W STAROGARDZIE GDAŃSKIM,, http://, Typ: Liceum ogólnokształcące,StarogardGdański
LICEUM OGÓLNOKSZTAŁCĄCE DLA DOROSŁYCH W TCZEWIE, dyrektor@zkz.tczew.pl, http://www.zkz.tczew.pl, Typ: Liceum ogólnokształcące,Tczew
LICEUM OGÓLNOKSZTAŁCĄCE DLA DOROSŁYCH W ZESPOLE SZKÓŁ W DZIERZGONIU, zs_dzierzgon@poczta.onet.pl, http://, Typ: Liceum ogólnokształcące,Dzierzgoń
LICEUM OGÓLNOKSZTAŁCĄCE IM. FILOMATÓW CHOJNICKICH W CHOJNICACH, szkola@zs-chojnice.pl, http://zs-chojnice.pl, Typ: Liceum ogólnokształcące,Chojnice
LICEUM OGÓLNOKSZTAŁCĄCE IM. KS. J. ST. PASIERBA W PELPLINIE, sekretariat@zsp.pelplin.pl, http://www.liceum.pelplin.pl, Typ: Liceum ogólnokształcące,Pelplin
LICEUM OGÓLNOKSZTAŁCĄCE IM. WACŁAWA SIERPIŃSKIEGO W SŁUPSKU, cnik@op.pl, http://liceum.slupsk.pl, Typ: Liceum ogólnokształcące,Słupsk
LICEUM OGÓLNOKSZTAŁCĄCE IM. WINCENTEGO POLA W CZERSKU, loczersk1@wp.pl, http://www.loczersk.pl, Typ: Liceum ogólnokształcące,Czersk
LICEUM OGÓLNOKSZTAŁCĄCE IM. ZIEMI ŻUŁAWSKIEJ, zs1ndg@gmail.com, http://www.zs1ndg.edu.pl, Typ: Liceum ogólnokształcące,NowyDwórGdański
LICEUM OGÓLNOKSZTAŁCĄCE MISTRZOSTWA SPORTOWEGO W GDYNI, zsso@zsso.gdynia.pl, http://www.zsso.gdynia.pl, Typ: Liceum ogólnokształcące,Gdynia
LICEUM OGÓLNOKSZTAŁCĄCE MISTRZOSTWA SPORTOWEGO W STĘŻYCY, zkiwstezyca@gminastezyca.pl, http://www.zkiwstezyca.pl, Typ: Liceum ogólnokształcące,Stężyca
LICEUM OGÓLNOKSZTAŁCĄCE MUNDUROWE SPARTAKUS, fundacja@bursztynowym.pl, http://, Typ: Liceum ogólnokształcące,Gdańsk
LICEUM OGÓLNOKSZTAŁCĄCE MUNDUROWE SPARTAKUS W KWIDZYNIE, lomkwidzyn@liceumspartakus.pl, http://www.bursztynowym.pl, Typ: Liceum ogólnokształcące,Kwidzyn
LICEUM OGÓLNOKSZTAŁCĄCE NR 10, kontakt@szkoly-slupsk.pl, http://www.szkoly-slupsk.pl, Typ: Liceum ogólnokształcące,Słupsk
LICEUM OGÓLNOKSZTAŁCĄCE NR 2, zso2.sekretariat@gmail.com, http://www.zso2.kartuzy.pl, Typ: Liceum ogólnokształcące,Kartuzy
LICEUM OGÓLNOKSZTAŁCĄCE SPECJALNE NR III, osw.starogard@wp.pl, http://, Typ: Liceum ogólnokształcące,StarogardGdański
LICEUM OGÓLNOKSZTAŁCĄCE SPORTOWE, sekretariat@zss.czluchow.org.pl, http://www.czluchow.org.pl, Typ: Liceum ogólnokształcące,Człuchów
LICEUM OGÓLNOKSZTAŁCĄCE STRAŻY GRANICZNEJ I STRAŻY POŻARNEJ W SŁUPSKU, sekretariat@zsa.edu.pl, http://, Typ: Liceum ogólnokształcące,Słupsk
LICEUM OGÓLNOKSZTAŁCĄCE TEB EDUKACJA, slupsk@teb.pl, http://, Typ: Liceum ogólnokształcące,Słupsk
LICEUM OGÓLNOKSZTAŁCĄCE TEB EDUKACJA, gdynia@teb.pl, http://, Typ: Liceum ogólnokształcące,Gdynia
LICEUM OGÓLNOKSZTAŁCĄCE TEB EDUKACJA, gdansk@teb-edukacja.pl, http://www.teb.pl, Typ: Liceum ogólnokształcące,Gdańsk
LICEUM OGÓLNOKSZTAŁCĄCE TEB EDUKACJA DLA DOROSŁYCH,, http://, Typ: Liceum ogólnokształcące,StarogardGdański
LICEUM OGÓLNOKSZTAŁCĄCE TEB EDUKACJA DLA DOROSŁYCH W GDYNI, gdynia@teb-edukacja.pl, https://teb.pl/miasta/gdynia/o-nas/, Typ: Liceum ogólnokształcące,Gdynia
LICEUM OGÓLNOKSZTAŁCĄCE TEB EDUKACJA DLA DOROSŁYCH W SŁUPSKU,, http://, Typ: Liceum ogólnokształcące,Słupsk
LICEUM OGÓLNOKSZTAŁCĄCE THINKING ZONE, agata.marjanska@thinkingzone.pl, http://thinkingzone.pl/, Typ: Liceum ogólnokształcące,Gdańsk
LICEUM OGÓLNOKSZTAŁCĄCE W CZARNEM,, http://, Typ: Liceum ogólnokształcące,Czarne
LICEUM OGÓLNOKSZTAŁCĄCE W CZŁUCHOWIE, loczluchow@onet.eu, http://www.loczluchow.pl, Typ: Liceum ogólnokształcące,Człuchów
LICEUM OGÓLNOKSZTAŁCĄCE W KŁANINIE POWIATOWYM ZESPOLE SZKÓŁ IM. STANISŁAWA STASZICA W KŁANINIE, zsp.klanino@wp.pl, http://www.pzsklanino.edu.pl, Typ: Liceum ogólnokształcące,Kłanino
LICEUM OGÓLNOKSZTAŁCĄCE W REDZIE, szkola@zspreda.pl, http://pzsreda.edu.pl/, Typ: Liceum ogólnokształcące,Reda
LICEUM OGÓLNOKSZTAŁCĄCE W REDZIKOWIE, zsredzikowo_sekr@gminaslupsk.pl, http://, Typ: Liceum ogólnokształcące,Redzikowo
LICEUM OGÓLNOKSZTAŁCĄCE W SŁUPSKU, tedim_sekretariat@op.pl, http://www.tedim.slupsk.pl, Typ: Liceum ogólnokształcące,Słupsk
LICEUM OGÓLNOKSZTAŁCĄCE Z ODDZIAŁAMI MISTRZOSTWA SPORTOWEGO W MIASTKU, sekretariat@zsoitmiastko.pl, http://www.zsoit.miastko.pl, Typ: Liceum ogólnokształcące,Miastko
LICEUM OGÓLNOKSZTAŁCĄCE ZAOCZNE W SOPOCIE, liceum@sopot.pl, http://, Typ: Liceum ogólnokształcące,Sopot
LICEUM SŁUŻB MUNDUROWYCH W PUCKU, lsm@pozytywneinicjatywy.pl, http://lsm.pozytywneinicjatywy.pl, Typ: Liceum ogólnokształcące,Puck
MEDYCZNA SZKOŁA POLICEALNA,, http://, Typ: Szkoła policealna,Słupsk
MEDYCZNA SZKOŁA POLICEALNA W CHOJNICACH, sekretariat@szkolamedyk.eu, http://www.szkolamedyk.eu, Typ: Szkoła policealna,Chojnice
MEDYCZNE LICEUM OGÓLNOKSZTAŁCĄCE, sekretariat@zsi.slupsk.pl, http://www.zsi.slupsk.pl, Typ: Liceum ogólnokształcące,Słupsk
MEDYCZNE STUDIUM ZAWODOWE, ckz.nauka@wp.pl, http://www.nauka.etczew.eu, Typ: Szkoła policealna,Tczew
MEDYCZNE STUDIUM ZAWODOWE PRZY CENTRUM KSZTAŁCENIA ZAWODOWEGO "NAUKA" SP. Z O.O. W TCZEWIE, ckz.nauka@wp.pl, http://www.nauka.etczew.eu, Typ: Szkoła policealna,SmętowoGraniczne
MEDYCZNO- SPOŁECZNA SZKOŁA POLICEALNA  W CHOJNICACH, sekretariat@szkolamedyk.eu, http://www.szkolamedyk.eu, Typ: Szkoła policealna,Chojnice
MŁODZIEŻOWE LICEUM OGÓLNOKSZTAŁCĄCE W SŁUPSKU, liceum.nauka@wp.pl, http://, Typ: Liceum ogólnokształcące,Słupsk
NEPTUN LICEUM OGÓLNOKSZTAŁCĄCE DLA DOROSŁYCH W GDAŃSKU, gdansk@atutszkola.pl, http://www.atutszkola.pl, Typ: Liceum ogólnokształcące,Gdańsk
NEPTUN POLICEALNA SZKOŁA MEDYCZNA W GDAŃSKU, gdansk@atutszkola.pl, http://www.atutszkola.pl, Typ: Szkoła policealna,Gdańsk
NEPTUN POLICEALNA SZKOŁA ZAWODOWA W GDAŃSKU, gdansk@atutszkola.pl, http://www.atutszkola.pl, Typ: Szkoła policealna,Gdańsk
NIEPUBLICZNA POLICEALNA SZKOŁA KOMPETENCJI ZAWODOWYCH "COSINUS" W GDYNI, gdynia@cosinus.pl, http://www.cosinus.pl/gdynia, Typ: Szkoła policealna,Gdynia
NIEPUBLICZNA POLICEALNA SZKOŁA KOMPETENCJI ZAWODOWYCH "COSINUS" W SŁUPSKU, slupsk@cosinus.pl, http://www.cosinus.pl, Typ: Szkoła policealna,Słupsk
NIEPUBLICZNA POLICEALNA SZKOŁA ZAWODOWA  "ŻAK", gdynia@zak.edu.pl, https://zak.edu.pl/, Typ: Szkoła policealna,Gdynia
NIEPUBLICZNA SZKOŁA POLICEALNA  METAMORFOZA, sekretariat@metamorfoza.edu.pl, http://, Typ: Szkoła policealna,Gdańsk
NIEPUBLICZNA SZKOŁA POLICEALNA W WEJHEROWIE, zsnww@wp.pl, http://www.lodd-w.prv.pl, Typ: Szkoła policealna,Wejherowo
NIEPUBLICZNE LICEUM OGÓLNOKSZTALCĄCE SZKOŁA MISTRZOSTWA SPORTOWEGO ZWIĄZKU PIŁKI RĘCZNEJ W POLSCE, smsgdansk@zprp.org.pl, http://, Typ: Liceum ogólnokształcące,Gdańsk
NIEPUBLICZNE LICEUM OGÓLNOKSZTAŁCĄCE DLA DOROSŁYCH W WEJHEROWIE, zsnww@wp.pl, http://www.lodd-w.prv.pl, Typ: Liceum ogólnokształcące,Wejherowo
NIEPUBLICZNE LICEUM OGÓLNOKSZTAŁCĄCE IM. DR WANDY BŁEŃSKIEJ, liceum@kowale.edu.pl, http://www.liceumblenskiej.pl, Typ: Liceum ogólnokształcące,Kowale
NIEPUBLICZNE LICEUM OGÓLNOKSZTAŁCĄCE PLEJADA W GDAŃSKU, studium.novum@wp.pl, http://, Typ: Liceum ogólnokształcące,Gdańsk
NIEPUBLICZNE LICEUM OGÓLNOKSZTAŁCĄCE SZKOŁA  MISTRZOSTWA  SPORTOWEGO POLSKIEGO ZWIĄZKU KOSZYKÓWKI WE WŁADYSŁAWOWIE, smscetniewo@pzkosz.pl, http://www.sms-cetniewo.pl, Typ: Liceum ogólnokształcące,Władysławowo
NIEPUBLICZNE LICEUM OGÓLNOKSZTAŁCĄCE W KWIDZYNIE - SZKOŁA MISTRZOSTWA SPORTOWEGO ZWIĄZKU PIŁKI RĘCZNEJ W POLSCE, SEKRETARIAT@SMSKWIDZYN.PL, http://smskwidzyn.pl, Typ: Liceum ogólnokształcące,Kwidzyn
OGÓLNOKSZTAŁCĄCE LICEUM JEZUITÓW Z ODDZIAŁAMI DWUJĘZYCZNYMI IM ŚW. STANISŁAWA KOSTKI W GDYNI, liceum@jezuici.pl, https://jezuici.edu.pl/, Typ: Liceum ogólnokształcące,Gdynia
OGÓLNOKSZTAŁCĄCE LICEUM PROGRAMÓW INDYWIDUALNYCH IM. WICEADMIRAŁA JÓZEFA UNRUGA, liceum@olpi.gda.pl, http://www.olpi.pl, Typ: Liceum ogólnokształcące,Gdańsk
OLIWSKIE LICEUM OGÓLNOKSZTAŁCĄCE, sekretariat@gce.edu.pl, http://gce.edu.pl, Typ: Liceum ogólnokształcące,Gdańsk
OŚRODEK SZKOLNO-WYCHOWAWCZY NR 2 DLA NIESŁYSZĄCYCH I SŁABOSŁYSZĄCYCH IM. J. SIESTRZYŃSKIEGO W WEJHEROWIE SZKOŁA POLICEALNA DLA MŁODZIEŻY, sekretariat@osw2wejherowo.pl, http://www.osw2wejherowo.pl, Typ: Szkoła policealna,Wejherowo
OŚRODEK SZKOLNO-WYCHOWAWCZY NR 2 DLA NIESŁYSZĄCYCH I SŁABOSŁYSZĄCYCH W WEJHEROWIE TECHNIKUM NR 4 DLA NIESŁYSZĄCYCH, sekretariat@osw2wejherowo.pl, http://www.osw2wejherowo.pl, Typ: Technikum,Wejherowo
PAŃSTWOWE SZKOŁY BUDOWNICTWA W GDAŃSKU - SZKOŁA POLICEALNA DLA DOROSŁYCH NR 5, sekretariat@psb.edu.gdansk.pl, http://psb.edu.gdansk.pl, Typ: Szkoła policealna,Gdańsk
PAŃSTWOWE SZKOŁY BUDOWNICTWA W GDAŃSKU - TECHNIKUM NR 5, sekretariat@psb.edu.gdansk.pl, http://psb.edu.gdansk.pl, Typ: Technikum,Gdańsk
PIERWSZE SPOŁECZNE LICEUM OGÓLNOKSZTAŁCĄCE SZKOŁA MISTRZOSTWA SPORTOWEGO W GDYNI, bernardelli@razem.pl, http://www.gim.edu.pl, Typ: Liceum ogólnokształcące,Gdynia
POLICEALNA GDYŃSKA SZKOŁA MORSKA W GDYNI, sdk@am.gdynia.pl, http://www.amgdynia.pl/sdk, Typ: Szkoła policealna,Gdynia
POLICEALNA SZKOŁA ,,COSINUS PLUS'' W GDYNI, gdynia@cosinus.pl, http://, Typ: Szkoła policealna,Gdynia
POLICEALNA SZKOŁA "AKADEMIA SUKCESU",, http://, Typ: Szkoła policealna,StarogardGdański
POLICEALNA SZKOŁA ADMINISTRACJI EMPIRIA, empiria0@wp.pl, http://, Typ: Szkoła policealna,Gdańsk
POLICEALNA SZKOŁA AKADEMICKA W SŁUPSKU, sekretariat@zsa.edu.pl, http://zsa.edu.pl, Typ: Szkoła policealna,Słupsk
POLICEALNA SZKOŁA BHP "ALTERNATYWA" CENTRUM NAUKI, alternatywa@centrumnauki.edu.pl, http://, Typ: Szkoła policealna,Gdańsk
POLICEALNA SZKOŁA CENTRUM NAUKI I BIZNESU "ŻAK", starogard@zak.edu.pl, http://, Typ: Szkoła policealna,StarogardGdański
POLICEALNA SZKOŁA DETEKTYWÓW I PRACOWNIKÓW OCHRONY EMPIRIA, empiria0@wp.pl, http://, Typ: Szkoła policealna,Gdańsk
POLICEALNA SZKOŁA JEDNOROCZNA "AKADEMIA SUKCESU",, http://, Typ: Szkoła policealna,StarogardGdański
POLICEALNA SZKOŁA MEDYCZNA,, http://, Typ: Szkoła policealna,Słupsk
POLICEALNA SZKOŁA MEDYCZNA  "ŻAK" W STAROGARDZIE GDAŃSKIM,, http://, Typ: Szkoła policealna,StarogardGdański
POLICEALNA SZKOŁA MEDYCZNA REMEDIUM NR 1, policealnaszkola.med@gmail.com, http://, Typ: Szkoła policealna,PruszczGdański
POLICEALNA SZKOŁA MEDYCZNA REMEDIUM NR 2, policealnaszkola.med@gmail.com, http://, Typ: Szkoła policealna,PruszczGdański
POLICEALNA SZKOŁA OPIEKI MEDYCZNEJ "ŻAK" W STAROGARDZIE GDAŃSKIM,, http://, Typ: Szkoła policealna,StarogardGdański
POLICEALNA SZKOŁA TEB EDUKACJA, starogard@teb.pl, http://www.teb.pl, Typ: Szkoła policealna,StarogardGdański
POLICEALNA SZKOŁA TEB EDUKACJA, gdynia@teb-edukacja.pl, http://, Typ: Szkoła policealna,Gdynia
POLICEALNA SZKOŁA TEB EDUKACJA, slupsk@teb.pl, http://, Typ: Szkoła policealna,Słupsk
POLICEALNA SZKOŁA TEB EDUKACJA W GDAŃSKU, gdansk@teb-edukacja.pl, http://teb.pl, Typ: Szkoła policealna,Gdańsk
POLICEALNA SZKOŁA TECHNIK AUDIOWIZUALNYCH"NUWAVE" W GDAŃSKU, biuro@technik.edu.pl, http://, Typ: Szkoła policealna,Gdańsk
POLICEALNA SZKOŁA ZAWODOWA "EDUKATOR" W RUMI, kontakt@edu-kreator.pl, http://www.edu-kreator.pl, Typ: Szkoła policealna,Rumia
POLICEALNA SZKOŁA ZAWODOWA "VADEMECUM" W KOŚCIERZYNIE,, http://, Typ: Szkoła policealna,Kościerzyna
POLICEALNA SZKOŁA ZAWODOWA "ŻAK",, http://, Typ: Szkoła policealna,StarogardGdański
POLICEALNA SZKOŁA ZAWODOWA DLA DOROSŁYCH, kcevademecum@wp.pl, http://, Typ: Szkoła policealna,Kościerzyna
POLICEALNA SZKOŁA ZAWODOWA METAMORFOZA, sekretariat@metamorfoza.edu.pl, http://metamorfoza.edu.pl, Typ: Szkoła policealna,Gdańsk
POLICEALNE STUDIUM ZAWODOWE, ckz.nauka@wp.pl, http://www.nauka.etczew.eu, Typ: Szkoła policealna,Tczew
POLICEALNE STUDIUM ZAWODOWE PRZY CKZ "NAUKA" SP. Z O.O. W TCZEWIE, ckz.nauka@wp.pl, http://www.nauka.etczew.eu, Typ: Szkoła policealna,SmętowoGraniczne
POLICEALNE SZKOŁY SPARTAKUS, fundacja@bursztynowym.pl, http://, Typ: Szkoła policealna,Gdańsk
POLICYJNE LICEUM OGÓLNOKSZTAŁCĄCE NR 1 W SŁUPSKU, sekretariat@zsa.edu.pl, http://, Typ: Liceum ogólnokształcące,Słupsk
POLICYJNE LICEUM OGÓLNOKSZTAŁCĄCE W SŁUPSKU, sekretariat@zsi.slupsk.pl, http://, Typ: Liceum ogólnokształcące,Słupsk
POLSKA SZKOŁA HOMEOPATII KLASYCZNEJ, pshk@pshk.pl, http://pshk.pl/, Typ: Szkoła policealna,Gdynia
POMORSKIE LICEUM BIZNESU DLA DOROSŁYCH, dyrektor@technik.slupsk.pl, http://, Typ: Liceum ogólnokształcące,Słupsk
POMORSKIE STUDIUM BIZNESU W SŁUPSKU,, http://, Typ: Szkoła policealna,Słupsk
POMORSKIE STUDIUM SZTUK WIZUALNYCH, info@pssw.pl, http://, Typ: Szkoła policealna,Gdynia
PRESTIGE LICEUM OGÓLNOKSZTAŁCĄCE W CZERSKU,, http://, Typ: Liceum ogólnokształcące,Czersk
PRESTIGE LICEUM OGÓLNOKSZTAŁCĄCE W CZŁUCHOWIE,, http://, Typ: Liceum ogólnokształcące,Człuchów
PRESTIGE SZKOŁA POLICEALNA W CZERSKU, sekretariat@zsprestige.pl, http://, Typ: Szkoła policealna,Czersk
PROFESJA POLICEALNA SZKOŁA DOSKONALENIA ZAWODOWEGO, gdynia@profesja.edu.pl, http://, Typ: Szkoła policealna,Gdynia
PROSCHOOL LICEUM OGÓLNOKSZTAŁCĄCE DLA DOROSŁYCH W GDAŃSKU, impres.spolka@wp.pl, http://, Typ: Liceum ogólnokształcące,Gdańsk
PROSCHOOL LICEUM OGÓLNOKSZTAŁCĄCE DLA DOROSŁYCH W SŁUPSKU, sp.vertica@gmail.com, http://, Typ: Liceum ogólnokształcące,Słupsk
PROSCHOOL POLICEALNA SZKOŁA ZAWODOWA W GDAŃSKU, impres.spolka@wp.pl, http://, Typ: Szkoła policealna,Gdańsk
PROSCHOOL SZKOŁA POLICEALNA MEDYCZNA W SŁUPSKU, impres.spolka@wp.pl, http://, Typ: Szkoła policealna,Słupsk
PROSCHOOL SZKOŁA POLICEALNA ZAWODOWA W SŁUPSKU, sp.vertica@gmail.com, http://, Typ: Szkoła policealna,Słupsk
PRYMUS LICEUM OGÓLNOKSZTAŁCĄCE DLA DOROSŁYCH W SŁUPSKU, wernitospzoo@gmail.com, http://, Typ: Liceum ogólnokształcące,Słupsk
PRYMUS LICEUM OGÓLNOKSZTAŁCĄCE DLA MŁODZIEŻY W SŁUPSKU, wernitospzoo@gmail.com, http://, Typ: Liceum ogólnokształcące,Słupsk
PRYMUS POLICEALNA SZKOŁA W SŁUPSKU, wernitospzoo@gmail.com, http://, Typ: Szkoła policealna,Słupsk
PRYWATNA SZKOŁA POLICEALNA "TWOJA SZKOŁA" W SŁUPSKU, slupsk@twoja-szkola.pl, http://, Typ: Szkoła policealna,Słupsk
PRYWATNA SZKOŁA POLICEALNA DLA DOROSŁYCH 'TWOJA SZKOŁA',, http://, Typ: Szkoła policealna,StarogardGdański
PRYWATNE LICEUM OGÓLNOKSZTAŁCĄCE DLA DOROSŁYCH,, http://, Typ: Liceum ogólnokształcące,Lębork
PRYWATNE LICEUM OGÓLNOKSZTAŁCĄCE DLA DOROSŁYCH "TWOJA SZKOŁA",, http://, Typ: Liceum ogólnokształcące,StarogardGdański
PRYWATNE LICEUM OGÓLNOKSZTAŁCĄCE DLA DOROSŁYCH W SŁUPSKU, slupsk@twoja-szkola.pl, http://, Typ: Liceum ogólnokształcące,Słupsk
PRYWATNE TECHNIKUM GASTRONOMICZNE E.T.MAZUREK, dyrekcja@szkoly-mazurka.pl, http://, Typ: Technikum,Gdynia
PUBLICZNA SZKOŁA POLICEALNA "COSINUS PLUS" W GDYNI, gdynia@cosinus.pl, https://www.cosinus.pl, Typ: Szkoła policealna,Gdynia
PUBLICZNE KATOLICKIE LICEUM OGÓLNOKSZTAŁCĄCE, kat.gim@interia.pl, http://www.gimnazjumkatolickie.malbork.opoka.net.pl, Typ: Liceum ogólnokształcące,Malbork
PUCKIE LICEUM OGÓLNOKSZTAŁCĄCE,, http://, Typ: Liceum ogólnokształcące,Puck
ROCZNA  SZKOŁA POLICEALNA  GOWORK.PL W GDAŃSKU, szkola@gowork.pl, http://, Typ: Szkoła policealna,Gdańsk
SALEZJAŃSKIE LICEUM OGÓLNOKSZTAŁCĄCE IM. ŚW. JANA BOSKO W RUMI, sekretariat.slo@onet.pl, http://www.liceum.salezjanskie.pl, Typ: Liceum ogólnokształcące,Rumia
SOPOCKA AKADEMIA TENISOWA PRYWATNE LICEUM OGÓLNOKSZTAŁCĄCE, akademia@akademiatenisowa.pl, http://www.akademiatenisowa.pl, Typ: Liceum ogólnokształcące,Sopot
SOPOCKIE AUTONOMICZNE LICEUM, ssa.sekretariat@gfo.pl, http://, Typ: Liceum ogólnokształcące,Sopot
SPOŁECZNE LICEUM OGÓLNOKSZTAŁCĄCE, slo_lebork@wp.pl, http://, Typ: Liceum ogólnokształcące,Lębork
SPOŁECZNE LICEUM OGÓLNOKSZTAŁCĄCE, dyrekcjazss@wp.pl, http://, Typ: Liceum ogólnokształcące,Słupsk
SPOŁECZNE LICEUM OGÓLNOKSZTAŁCĄCE IM. POLSKICH NOBLISTÓW W KWIDZYNIE, kss.kwidzyn@idsl.pl, http://, Typ: Liceum ogólnokształcące,Kwidzyn
SPOŁECZNE LICEUM OGÓLNOKSZTAŁCĄCE W CZŁUCHOWIE,, http://, Typ: Liceum ogólnokształcące,Człuchów
SPOŁECZNE TECHNIKUM W SŁUPSKU, dyrekcjazss@wp.pl, http://, Typ: Technikum,Słupsk
SPORTOWE LICEUM OGÓLNOKSZTAŁCĄCE W KWIDZYNIE ZESPÓŁ SZKÓŁ OGÓLNOKSZTAŁCĄCYCH NR 2 W KWIDZYNIE, wyspian@2lo-kwidzyn.pl, http://www.2lokwidzyn.msi.pl, Typ: Liceum ogólnokształcące,Kwidzyn
SSI LICEUM OGÓLNOKSZTAŁCĄCE DLA DOROSŁYCH W SŁUPSKU, slupsk@atutszkola.pl, http://, Typ: Liceum ogólnokształcące,Słupsk
SSI LICEUM OGÓLNOKSZTAŁCĄCE DLA MŁODZIEŻY W SŁUPSKU, slupsk@atutszkola.pl, http://, Typ: Liceum ogólnokształcące,Słupsk
SSI POLICEALNA SZKOŁA ZAWODOWA W SŁUPSKU, slupsk@atutszkola.pl, http://, Typ: Szkoła policealna,Słupsk
SSI SZKOŁA POLICEALNA MEDYCZNA W SŁUPSKU, slupsk@atutszkola.pl, http://, Typ: Szkoła policealna,Słupsk
STACJONARNA POLICEALNA SZKOŁA MEDYCZNA "PASCAL" W CHOJNICACH, chojnice@pascal.edu.pl, http://www.pascal.edu.pl, Typ: Szkoła policealna,Chojnice
STACJONARNA POLICEALNA SZKOŁA MEDYCZNA "PASCAL" W TCZEWIE, tczew@pascal.edu.pl, http://, Typ: Szkoła policealna,Tczew
STAROGARDZKIE AUTONOMICZNE LICEUM OGÓLNOKSZTAŁCĄCE, ssa2004@wp.pl, http://, Typ: Liceum ogólnokształcące,StarogardGdański
STUDIUM HANDLU ZAGRANICZNEGO, OBSŁUGI CELNEJ I SPEDYCJI W GDYNI, elkforum_edu@wp.pl, http://, Typ: Szkoła policealna,Gdynia
STUDIUM MEDYCZNE TEB EDUKACJA, gdansk@teb-edukacja.pl, http://teb.pl, Typ: Szkoła policealna,Gdańsk
STUDIUM MEDYCZNE TEB EDUKACJA, starogard@teb.pl, http://www.teb.pl, Typ: Szkoła policealna,StarogardGdański
STUDIUM MEDYCZNE TEB EDUKACJA, gdynia@teb-edukacja.pl, http://, Typ: Szkoła policealna,Gdynia
STUDIUM MEDYCZNE TEB EDUKACJA W SŁUPSKU, slupsk@teb.pl, http://, Typ: Szkoła policealna,Słupsk
STUDIUM ZDROWIA I URODY,, http://, Typ: Szkoła policealna,StarogardGdański
SZKOŁA  POLICEALNA W TCZEWIE, dyrektor@zkz.tczew.pl, http://www.zkz.tczew.pl, Typ: Szkoła policealna,Tczew
SZKOŁA  TRADYCYJNEJ MEDYCYNY CHIŃSKIEJ  TOMO, medycynaorientalna@medycynaorientalna.pl, http://, Typ: Szkoła policealna,Gdańsk
SZKOŁA MISTRZOSTWA SPORTOWEGO LICEUM OGÓLNOKSZTAŁCĄCE MARCINA GORTATA W GDAŃSKU, sekretariatgdansk@szkolagortata.pl, http://www.szkolagortata.pl, Typ: Liceum ogólnokształcące,Gdańsk
SZKOŁA MORSKA W GDYNI, szkola@morska.edu.pl, http://, Typ: Szkoła policealna,Gdynia
SZKOŁA POLICEALNA,, http://, Typ: Szkoła policealna,Skarszewy
SZKOŁA POLICEALNA, sekretariat@zspskorcz.pl, http://www.zspskorcz.pl, Typ: Szkoła policealna,Skórcz
SZKOŁA POLICEALNA, sekretariat@zsoit.miastko.pl, http://www.zsoit.miastko.pl, Typ: Szkoła policealna,Miastko
SZKOŁA POLICEALNA  KOSMETYCZNA "ŻAK", gdynia@zak.edu.pl, https://zak.edu.pl/, Typ: Szkoła policealna,Gdynia
SZKOŁA POLICEALNA "COSINUS PLUS" W GDAŃSKU, gdansk@cosinus.pl, http://, Typ: Szkoła policealna,Gdańsk
SZKOŁA POLICEALNA "COSINUS PLUS" W SŁUPSKU, slupsk@cosinus.pl, https://www.cosinus.pl/slupsk, Typ: Szkoła policealna,Słupsk
SZKOŁA POLICEALNA "MATRIX" W KARTUZACH, w.kwiatkowska@matrix.szkola.pl, http://www.matrix.szkola.pl, Typ: Szkoła policealna,Kartuzy
