nazwa,email,www,typ,miasto
LICEUM OGÓLNOKSZTAŁCĄCE DLA DOROSŁYCH W NOWEM W ZESPOLE SZKÓŁ PONADGIMNAZJALNYCH, sekretariat.zso@wp.pl, http://www.lownowem.pl, Typ: Liceum ogólnokształcące,Nowe
LICEUM OGÓLNOKSZTAŁCĄCE DLA DOROSŁYCH W PIECHCINIE, sekretariat@zsnpiechcin.pl, http://www.zsnpiechcin.pl, Typ: Liceum ogólnokształcące,Piechcin
LICEUM OGÓLNOKSZTAŁCĄCE DLA DOROSŁYCH W RYPINIE W ZESPOLE SZKÓŁ NR 1 IM. KS. CZESŁAWA LISSOWSKIEGO W RYPINIE,, http://, Typ: Liceum ogólnokształcące,Rypin
LICEUM OGÓLNOKSZTAŁCĄCE DLA DOROSŁYCH W RYPINIE W ZESPOLE SZKÓŁ NR 2 IM. UNII EUROPEJSKIEJ W RYPINIE, k.szczesny@powiatrypinski.pl, http://, Typ: Liceum ogólnokształcące,Rypin
LICEUM OGÓLNOKSZTAŁCĄCE DLA DOROSŁYCH W RYPINIE W ZESPOLE SZKÓŁ NR 3 IM. BOGDANA CHEŁMICKIEGO W RYPINIE, k.szczesny@powiatrypinski.pl, http://, Typ: Liceum ogólnokształcące,Rypin
LICEUM OGÓLNOKSZTAŁCĄCE DLA DOROSŁYCH W STRZELNIE, emc0@onet.eu, http://, Typ: Liceum ogólnokształcące,Strzelno
LICEUM OGÓLNOKSZTAŁCĄCE DLA DOROSŁYCH W ŚWIECIU W ZESPOLE SZKÓŁ PONADPODSTAWOWYCH, zsp_swiecie@go2.pl, http://www.zspswiecie.pl, Typ: Liceum ogólnokształcące,Świecie
LICEUM OGÓLNOKSZTAŁCĄCE DLA DOROSŁYCH W ZESPOLE SZKÓŁ IM. JANA PAWŁA II W KOŚCIELCU,, http://, Typ: Liceum ogólnokształcące,Pakość
LICEUM OGÓLNOKSZTAŁCĄCE DLA DOROSŁYCH W ZESPOLE SZKÓŁ IM. KAZIMIERZA WIELKIEGO W KRUSZWICY,, http://, Typ: Liceum ogólnokształcące,Kruszwica
LICEUM OGÓLNOKSZTAŁCĄCE DLA DOROSŁYCH W ŻNINIE, cku@znin.pl, http://www.cku.znin.pl, Typ: Liceum ogólnokształcące,Żnin
LICEUM OGÓLNOKSZTAŁCĄCE DLA DOROSŁYCH WŁOCŁAWSKIEGO STOWARZYSZENIA "COGITO", cogito@w3wl.pl, http://, Typ: Liceum ogólnokształcące,Włocławek
LICEUM OGÓLNOKSZTAŁCĄCE DLA DOROSŁYCH ZESPOŁU EDUKACJI "WIEDZA", wiedza@post.pl, http://, Typ: Liceum ogólnokształcące,AleksandrówKujawski
LICEUM OGÓLNOKSZTAŁCĄCE DLA DOROSŁYCH ŻAK" W BYDGOSZCZY, bydgoszcz@zak.edu.pl, http://www.bydgoszcz.zak.edu.pl, Typ: Liceum ogólnokształcące,Bydgoszcz
LICEUM OGÓLNOKSZTAŁCĄCE DLA MŁODZIEŻY W INOWROCŁAWIU, psz_tempus@op.pl, http://, Typ: Liceum ogólnokształcące,Inowrocław
LICEUM OGÓLNOKSZTAŁCĄCE DLA MŁODZIEŻY W PIECHCINIE, sekretariat@zsnpiechcin.pl, http://www.zsnpiechcin.pl, Typ: Liceum ogólnokształcące,Piechcin
LICEUM OGÓLNOKSZTAŁCĄCE EDICUS DLA DOROSŁYCH, wloclawek@edicus.pl, http://www.edicus.pl, Typ: Liceum ogólnokształcące,Włocławek
LICEUM OGÓLNOKSZTAŁCĄCE EDUKACJI INNOWACYJNEJ W BYDGOSZCZY, sekretariat.bydgoszcz@ipt.pl, http://www.innowacyjna.ipt.pl, Typ: Liceum ogólnokształcące,Bydgoszcz
LICEUM OGÓLNOKSZTAŁCĄCE IM. ANNY WAZÓWNY W GOLUBIU-DOBRZYNIU, sekretariat@golub.gto.pl, http://www.zsgolub.edu.pl, Typ: Liceum ogólnokształcące,Golub-Dobrzyń
LICEUM OGÓLNOKSZTAŁCĄCE IM. BARTŁOMIEJA NOWODWORSKIEGO W TUCHOLI, sekretariat@nowodworek.pl, http://www.nowodworek.pl, Typ: Liceum ogólnokształcące,Tuchola
LICEUM OGÓLNOKSZTAŁCĄCE IM. FRANCISZKA BECIŃSKIEGO W LUBRAŃCU, lolubraniec@vp.pl, http://www.liceumlubraniec.aq.pl, Typ: Liceum ogólnokształcące,Lubraniec
LICEUM OGÓLNOKSZTAŁCĄCE IM. I ARMII WOJSKA POLSKIEGO W STRZELNIE, zsstrzelno@o2.pl, http://zsstrzelno.pl, Typ: Liceum ogólnokształcące,Strzelno
LICEUM OGÓLNOKSZTAŁCĄCE IM. JANUSZA KORCZAKA, lo-wiecbork@wp.pl, http://lowiecbork.edu.pl, Typ: Liceum ogólnokształcące,Więcbork
LICEUM OGÓLNOKSZTAŁCĄCE IM. KAROLA LIBELTA W KCYNI, zespol.szkol@onet.eu, http://www.zstkcynia.pl, Typ: Liceum ogólnokształcące,Kcynia
LICEUM OGÓLNOKSZTAŁCĄCE IM. KOMISJI EDUKACJI NARODOWEJ W CHEŁMŻY, sekretariat.dyrektor@zsp-chelmza.pl, http://www.zsp-chelmza.pl, Typ: Liceum ogólnokształcące,Chełmża
LICEUM OGÓLNOKSZTAŁCĄCE IM. KRÓLOWEJ JADWIGI W KOWALU, sekretariat@lokowal.pl, http://www.lokowal.pl, Typ: Liceum ogólnokształcące,Kowal
LICEUM OGÓLNOKSZTAŁCĄCE IM. LEONA WYCZÓŁKOWSKIEGO W KORONOWIE, liceumkoronowo@gmail.com, http://lo-koronowo.pl, Typ: Liceum ogólnokształcące,Koronowo
LICEUM OGÓLNOKSZTAŁCĄCE IM. MIKOŁAJA KOPERNIKA W CZERNIKOWIE, gimlo.czernikowo@gmail.com, http://www.zs.czernikowo.pl, Typ: Liceum ogólnokształcące,Czernikowo
LICEUM OGÓLNOKSZTAŁCĄCE IM. MIKOŁAJA KOPERNIKA W NOWEM W ZESPOLE SZKÓŁ PONADGIMNAZJALNYCH, sekretariat.zso@wp.pl, http://www.lownowem.pl, Typ: Liceum ogólnokształcące,Nowe
LICEUM OGÓLNOKSZTAŁCĄCE IM. STANISŁAWA STASZICA W CIECHOCINKU, sekretariat@lociechocinek.pl, http://www.lociechocinek.pl, Typ: Liceum ogólnokształcące,Ciechocinek
LICEUM OGÓLNOKSZTAŁCĄCE IM. TADEUSZA KOTARBIŃSKIEGO, losepolnokancelaria@vp.pl, http://www.losepolno.szkolnastrona.pl, Typ: Liceum ogólnokształcące,SępólnoKrajeńskie
LICEUM OGÓLNOKSZTAŁCĄCE IM. WŁADYSŁAWA ŁOKIETKA,, http://www.radziejow.edu.pl, Typ: Liceum ogólnokształcące,Radziejów
LICEUM OGÓLNOKSZTAŁCĄCE IM.JULIUSZA SŁOWACKIEGO W KRUSZWICY,, http://, Typ: Liceum ogólnokształcące,Kruszwica
LICEUM OGÓLNOKSZTAŁCĄCE MEDIKAM DLA DOROSŁYCH W BYDGOSZCZY, medikamedu@gmail.com, http://, Typ: Liceum ogólnokształcące,Bydgoszcz
LICEUM OGÓLNOKSZTAŁCĄCE MEDIKAM DLA DOROSŁYCH W NAKLE NAD NOTECIĄ,, http://, Typ: Liceum ogólnokształcące,NakłonadNotecią
LICEUM OGÓLNOKSZTAŁCĄCE MISTRZOSTWA SPORTOWEGO OLIMPIA GRUDZIĄDZ,, http://, Typ: Liceum ogólnokształcące,Grudziądz
LICEUM OGÓLNOKSZTAŁCĄCE NR XIX,, http://, Typ: Liceum ogólnokształcące,Bydgoszcz
LICEUM OGÓLNOKSZTAŁCĄCE PRZY PAŃSTWOWEJ WYŻSZEJ SZKOLE ZAWODOWEJ WE WŁOCŁAWKU, kancelaria@pwsz.wloclawek.pl, http://, Typ: Liceum ogólnokształcące,Włocławek
LICEUM OGÓLNOKSZTAŁCĄCE REALIZACJA, mwyzykowska@fr.pl, http://, Typ: Liceum ogólnokształcące,Toruń
LICEUM OGÓLNOKSZTAŁCĄCE SOKRATES,, http://, Typ: Liceum ogólnokształcące,Toruń
LICEUM OGÓLNOKSZTAŁCĄCE SPECJALNE,, http://, Typ: Liceum ogólnokształcące,Ciechocinek
LICEUM OGÓLNOKSZTAŁCĄCE SPECJALNE DLA MŁODZIEZY SŁABO SŁYSZĄCEJ I NIESŁYSZĄCEJ,, http://, Typ: Liceum ogólnokształcące,Bydgoszcz
LICEUM OGÓLNOKSZTAŁCĄCE STOWARZYSZENIA PRZYJACIÓŁ SZKÓŁ KATOLICKICH W GÓRZNIE, logorzno@spsk.info.pl, http://www.liceumgorzno.pl, Typ: Liceum ogólnokształcące,Górzno
LICEUM OGÓLNOKSZTAŁCĄCE SZKOŁA MISTRZOSTWA SPORTOWEGO, kontakt@sms.wloclawek.pl, http://sms.wloclawek.pl, Typ: Liceum ogólnokształcące,Włocławek
LICEUM OGÓLNOKSZTAŁCĄCE SZKOŁA MISTRZOSTWA SPORTOWEGO, kontakt@sms.wloclawek.pl, http://sms.wloclawek.pl, Typ: Liceum ogólnokształcące,Włocławek
LICEUM OGÓLNOKSZTAŁCĄCE TEB EDUKACJA DLA DOROSŁYCH, grudziadz@teb-edukacja.pl, http://www.teb.pl, Typ: Liceum ogólnokształcące,Grudziądz
LICEUM OGÓLNOKSZTAŁCĄCE TOWARZYSTWA SALEZJAŃSKIEGO IM. KARDYNAŁA AUGUSTA HLONDA, dyrekcja@szkosal.pl, http://www.szkosal.pl, Typ: Liceum ogólnokształcące,AleksandrówKujawski
LICEUM OGÓLNOKSZTAŁCĄCE TOWARZYSTWA SALEZJAŃSKIEGO W BYDGOSZCZY IM. ŚW. JANA BOSKO, sekretariat.cs@zarzad.salez.edu.pl, http://www.salez.edu.pl, Typ: Liceum ogólnokształcące,Bydgoszcz
LICEUM OGÓLNOKSZTAŁCĄCE W BIELICACH, sekretariat@zs-bielice.pl, http://zs-bielice.pl, Typ: Liceum ogólnokształcące,Gębice
LICEUM OGÓLNOKSZTAŁCĄCE W CHODCZU, zsrchodecz@poczta.onet.pl, http://www.zespol-szkol.pl, Typ: Liceum ogólnokształcące,Chodecz
LICEUM OGÓLNOKSZTAŁCĄCE W GRONOWIE, szkola@zsgronowo.edu.pl, http://www.zsgronowo.edu.pl, Typ: Liceum ogólnokształcące,LubiczDolny
LICEUM OGÓLNOKSZTAŁCĄCE W IZBICY KUJAWSKIEJ, loizbica@poczta.onet.pl, http://www.loizbica1.prv.pl, Typ: Liceum ogólnokształcące,IzbicaKujawska
LICEUM OGÓLNOKSZTAŁCĄCE W MOGILNIE, zs_mogilno@op.pl, http://zs-mogilno.pl, Typ: Liceum ogólnokształcące,Mogilno
LICEUM OGÓLNOKSZTAŁCĄCE W NADROŻU W ZESPOLE SZKÓŁ NR 4 IM. ZIEMI DOBRZYŃSKIEJ W NADROŻU,, http://, Typ: Liceum ogólnokształcące,Rogowo
LICEUM OGÓLNOKSZTAŁCĄCE W RYPINIE W ZESPOLE SZKÓŁ NR 1 IM. KS. CZESŁAWA LISSOWSKIEGO W RYPINIE,, http://, Typ: Liceum ogólnokształcące,Rypin
LICEUM OGÓLNOKSZTAŁCĄCE W SOLCU KUJAWSKIM W ZESPOLE SZKÓŁ OGÓLNOKSZTAŁCACYCH I ZAWODOWYCH W SOLCU KUJAWSKIM, sekretariat@zsoizsolec.edu.pl, http://zsoizsolec.edu.pl, Typ: Liceum ogólnokształcące,SolecKujawski
LICEUM OGÓLNOKSZTAŁCĄCE W UNISŁAWIU, zs.unislaw@unislaw.pl, http://, Typ: Liceum ogólnokształcące,Unisław
LICEUM OGÓLNOKSZTAŁCĄCE W ZESPOLE SZKÓŁ IM. JANA PAWŁA II W KOŚCIELCU,, http://, Typ: Liceum ogólnokształcące,Pakość
LICEUM OGÓLNOKSZTAŁCĄCE W ZESPOLE SZKÓŁ IM. KAZIMIERZA WIELKIEGO W KRUSZWICY,, http://, Typ: Liceum ogólnokształcące,Kruszwica
LICEUM OGÓLNOKSZTAŁCĄCE W ZESPOLE SZKÓŁ WETERYNARYJNO-PRZYRODNICZYCH W KOBYLNIKACH,, http://, Typ: Liceum ogólnokształcące,Kruszwica
LICEUM OGÓŁNOKSZTAŁCĄCE W RYPINIE W ZESPOLE SZKÓŁ NR 2 IM. UNII EUROPEJSKIEJ W RYPINIE,, http://, Typ: Liceum ogólnokształcące,Rypin
MEDYCZNA SZKOŁA CED, biuro@ced.edu.pl, http://www.szkola.medyczna.ced.edu.pl, Typ: Szkoła policealna,Brodnica
MEDYCZNA SZKOŁA CED  W BYDGOSZCZY, biuro@ced.edu.pl, http://www.szkola-medyczna.ced.edu.pl, Typ: Szkoła policealna,Bydgoszcz
MEDYCZNA SZKOŁA POLICEALNA  "COSINUS" W INOWROCŁAWIU, inowroclaw@cosinus.pl, http://cosinus.pl, Typ: Szkoła policealna,Inowrocław
MEDYCZNA SZKOŁA POLICEALNA "COSINUS" W BYDGOSZCZY,, http://www.cosinus.pl, Typ: Szkoła policealna,Bydgoszcz
MEDYCZNA SZKOŁA POLICEALNA "COSINUS" W TORUNIU, torun@cosinus.pl, http://, Typ: Szkoła policealna,Toruń
MEDYCZNA SZKOŁA POLICEALNA NR 1 W GRUDZIĄDZU, sekretariat@ckugrudziadz.pl, http://www.ckugrudziadz.pl, Typ: Szkoła policealna,Grudziądz
MEDYCZNA SZKOŁA POLICEALNA NR 9 W GRUDZIADZU, sekretariat@ckugrudziadz.pl, http://www.ckugrudziadz.pl, Typ: Szkoła policealna,Grudziądz
MEDYCZNA SZKOŁA POLICEALNA TEB EDUKACJA W BYDGOSZCZY, bydgoszcz@teb-edukacja.pl, http://www.teb.pl, Typ: Szkoła policealna,Bydgoszcz
MENEDŻERSKIE LICEUM OGÓLNOKSZTAŁCĄCE, dyrektor@plm.pl, http://www.plm.pl, Typ: Liceum ogólnokształcące,Bydgoszcz
MIĘDZYNARODOWE LICEUM  SOKRATES W BYDGOSZCZY, sekretariat.sokrates@plm.pl, http://www.sokrates-szkola.pl, Typ: Liceum ogólnokształcące,Bydgoszcz
MŁODZIEŻOWY OŚRODEK WYCHOWAWCZY IM. IRENY SENDLEROWEJ W SAMOSTRZELU - LICEUM OGÓLNOKSZTAŁCĄCE SPECJALNE, sekretariat@mow-samostrzel.pl, http://, Typ: Liceum ogólnokształcące,Sadki
MOGILEŃSKA SZKOŁA REALNA  LICEUM OGÓLNOKSZTAŁCĄCE DLA DOROSŁYCH, mogilno@ste.pl, http://, Typ: Liceum ogólnokształcące,Mogilno
NIEPUBLICZNA SZKOŁA POLICEALNA W LIPNIE, oswiatalipno1@o2.pl, http://, Typ: Szkoła policealna,Lipno
NIEPUBLICZNE AKADEMICKIE LICEUM OGÓLNOKSZTAŁCĄCE W TORUNIU, dziekanat@twsp.pl, http://, Typ: Liceum ogólnokształcące,Toruń
NIEPUBLICZNE LICEUM OGÓLNOKSZTAŁCĄCE DLA DOROSŁYCH, ckd@gog.pl, http://, Typ: Liceum ogólnokształcące,Golub-Dobrzyń
NIEPUBLICZNE LICEUM OGÓLNOKSZTAŁCĄCE DLA DOROSŁYCH  IM. JANA SZATOWSKIEGO W JANOWCU WLKP., szkola@zsnjanowiec.pl, http://www.zsnjanowiec.pl, Typ: Liceum ogólnokształcące,JanowiecWielkopolski
NIEPUBLICZNE LICEUM OGÓLNOKSZTAŁCĄCE DLA DOROSŁYCH W WĄBRZEŹNIE,, http://, Typ: Liceum ogólnokształcące,Wąbrzeźno
NIEPUBLICZNE LICEUM OGÓLNOKSZTAŁCĄCE IM. JANA SZATOWSKIEGO W JANOWCU WLKP., szkola@zsnjanowiec.pl, http://www.zsnjanowiec.pl, Typ: Liceum ogólnokształcące,JanowiecWielkopolski
NIEPUBLICZNE LICEUM OGÓLNOKSZTAŁCĄCE INTERNATIONAL SCHOOL OF BYDGOSZCZ, ISOB@ukw.edu.pl, http://www.isob.ukw.edu.pl, Typ: Liceum ogólnokształcące,Bydgoszcz
NIEPUBLICZNE LICEUM OGÓLNOKSZTAŁCĄCE W GĄSAWIE, zsp_gasawa@op.pl, http://www.zsp-gasawa.edu.pl, Typ: Liceum ogólnokształcące,Gąsawa
NIEPUBLICZNE LICEUM OGÓLNOKSZTAŁCĄCE W LIPNIE,, http://, Typ: Liceum ogólnokształcące,Lipno
NIEPUBLICZNE TECHNIKUM  IM. JANA SZATOWSKIEGO W JANOWCU WLKP., szkola@zsnjanowiec.pl, http://www.zsnjanowiec.pl, Typ: Technikum,JanowiecWielkopolski
NIEPUBLICZNE TECHNIKUM ZAWODOWE W GĄSAWIE, zsp_gasawa@op.pl, http://www.zsp-gasawa.edu.pl, Typ: Technikum,Gąsawa
NOVA   LICEUM OGÓLNOKSZTAŁCĄCE  DLA DOROSŁYCH  W BYDGOSZCZY,, http://www.nova.edu.pl, Typ: Liceum ogólnokształcące,Bydgoszcz
NOVA  POLICEALNA  SZKOŁA MEDYCZNA  W BYDGOSZCZY, warszawa@nova.edu.pl, http://www.nova.edu.pl, Typ: Szkoła policealna,Bydgoszcz
NOVA  POLICEALNA SZKOŁA PROMOCJI KADR DLA DOROSŁYCH W BYDGOSZCZY, bydgoszcz@nova.edu.pl, http://www.nova.edu.pl, Typ: Szkoła policealna,Bydgoszcz
NOVA POLICEALNA SZKOŁA ZAWODOWA   DLA DOROSŁYCH   W BYDGOSZCZY, bydgoszcz@nova.edu.pl, http://www.nova.edu.pl, Typ: Szkoła policealna,Bydgoszcz
POLICEALNA   MEDYCZNA SZKOŁA   MEDICUS   W BYDGOSZCZY, szkolabydgoszcz@szkolamedicus.com, http://www.medicusgroup.pl, Typ: Szkoła policealna,Bydgoszcz
POLICEALNA  SZKOŁA  MEDICUS  W BYDGOSZCZY, szkolabydgoszcz@szkolamedicus.com, http://www.medicusgroup.pl, Typ: Szkoła policealna,Bydgoszcz
POLICEALNA  SZKOŁA TECHNIKÓW  OPTYKÓW  W BYDGOSZCZY, dyrektor@skk.pl, http://www.skk.pl, Typ: Szkoła policealna,Bydgoszcz
POLICEALNA MEDYCZNA SZKOŁA MEDIKAM W BYDGOSZCZY, medikamedu@gmail.com, http://, Typ: Szkoła policealna,Bydgoszcz
POLICEALNA MEDYCZNA SZKOŁA MEDIKAM W NAKLE NAD NOTECIĄ,, http://, Typ: Szkoła policealna,NakłonadNotecią
POLICEALNA SZKOŁA "EDICUS", wloclawek@edicus.pl, http://www.edicus.pl, Typ: Szkoła policealna,Włocławek
POLICEALNA SZKOŁA "OSKAR", sekretariat@zsm-swiecie.pl, http://www.zsm-swiecie.pl, Typ: Szkoła policealna,Świecie
POLICEALNA SZKOŁA "ŻAK", wloclawek@zak.edu.pl, http://www.zak.edu.pl, Typ: Szkoła policealna,Włocławek
POLICEALNA SZKOŁA ADMINISTRACJI, torun@skk.pl, http://, Typ: Szkoła policealna,Toruń
POLICEALNA SZKOŁA ADMINISTRACJI W BYDGOSZCZY, info@skk.pl, http://www.skk.pl, Typ: Szkoła policealna,Bydgoszcz
POLICEALNA SZKOŁA ARCHITEKTURY KRAJOBRAZU W TORUNIU,, http://www.skk.pl, Typ: Szkoła policealna,Toruń
POLICEALNA SZKOŁA ASYSTENTÓW OSÓB NIEPEŁNOSPRAWNYCH W BYDGOSZCZY, info@skk.pl, http://www.skk.pl, Typ: Szkoła policealna,Bydgoszcz
POLICEALNA SZKOŁA ASYSTENTÓW STOMATOLOGICZNYCH, torun@skk.pl, http://, Typ: Szkoła policealna,Toruń
POLICEALNA SZKOŁA ASYSTENTÓW STOMATOLOGICZNYCH W BYDGOSZCZY, biuro@skk.pl, http://www.skk.pl, Typ: Szkoła policealna,Bydgoszcz
POLICEALNA SZKOŁA ATS, info@edukacja.grudziadz.com, http://www.edukacja.grudziadz.com, Typ: Szkoła policealna,Grudziądz
POLICEALNA SZKOŁA ATSA, info@edukacja.grudziadz.com, http://www.edukacja.grudziadz.com, Typ: Szkoła policealna,Grudziądz
POLICEALNA SZKOŁA ATSM W GRUDZIĄDZU, info@edukacja.grudziadz.com, http://www.edukacja.grudziadz.com, Typ: Szkoła policealna,Grudziądz
POLICEALNA SZKOŁA BEZPIECZEŃSTWA I HIGIENY PRACY, torun@skk.pl, http://, Typ: Szkoła policealna,Toruń
POLICEALNA SZKOŁA BEZPIECZEŃSTWA I HIGIENY PRACY W BYDGOSZCZY, biuro@skk.pl, http://www.skk.pl, Typ: Szkoła policealna,Bydgoszcz
POLICEALNA SZKOŁA DLA DOROSŁYCH - AKADEMIA WIEDZY W WĄBRZEŹNIE - MIECZYSŁAW MAZUR, sekretariat@akademiawiedzy.net, http://www.akademiawiedzy.net, Typ: Szkoła policealna,Wąbrzeźno
POLICEALNA SZKOŁA FARMACEUTYCZNA, biuro@skk.pl, http://www.skk.pl, Typ: Szkoła policealna,Bydgoszcz
POLICEALNA SZKOŁA FARMACEUTYCZNA, sekretariat@policealnebydgoszcz.pl, http://www.policealnebydgoszcz.pl, Typ: Szkoła policealna,Bydgoszcz
POLICEALNA SZKOŁA FARMACEUTYCZNA, torun@skk.pl, http://, Typ: Szkoła policealna,Toruń
POLICEALNA SZKOŁA FUTURO, edukorlex@gmail.com, http://, Typ: Szkoła policealna,Włocławek
POLICEALNA SZKOŁA HIGIENISTÓW STOMATOLOGICZNYCH W BYDGOSZCZY,, http://www.skk.pl, Typ: Szkoła policealna,Bydgoszcz
POLICEALNA SZKOŁA HIGIENISTÓW STOMATOLOGOCZNYCH, torun@skk.pl, http://, Typ: Szkoła policealna,Toruń
POLICEALNA SZKOŁA KOSMETYCZNA,, http://www.skk.pl, Typ: Szkoła policealna,Toruń
POLICEALNA SZKOŁA KOSMETYCZNA, biuro@skk.pl, http://www.skk.pl, Typ: Szkoła policealna,Bydgoszcz
POLICEALNA SZKOŁA MASAŻU, sekretariat@policealnebydgoszcz.pl, http://www.policealnebydgoszcz.pl, Typ: Szkoła policealna,Bydgoszcz
POLICEALNA SZKOŁA MASAŻU, biuro@skk.pl, http://www.skk.pl, Typ: Szkoła policealna,Bydgoszcz
POLICEALNA SZKOŁA MASAŻU,, http://www.skk.pl, Typ: Szkoła policealna,Toruń
POLICEALNA SZKOŁA MEDIKAM W BYDGOSZCZY, medikamedu@gmail.com, http://, Typ: Szkoła policealna,Bydgoszcz
POLICEALNA SZKOŁA MEDIKAM W NAKLE NAD NOTECIĄ,, http://, Typ: Szkoła policealna,NakłonadNotecią
POLICEALNA SZKOŁA OPIEKI MEDYCZNEJ DLA DOROSŁYCH "ŻAK" W TORUNIU, centrala@zak.edu.pl, http://, Typ: Szkoła policealna,Toruń
POLICEALNA SZKOŁA OPIEKUNEK DZIECIĘCYCH W BYDGOSZCZY, info@skk.pl, http://www.skk.pl, Typ: Szkoła policealna,Bydgoszcz
POLICEALNA SZKOŁA OPIEKUNEK DZIECIĘCYCH W TORUNIU,, http://www.skk.pl, Typ: Szkoła policealna,Toruń
POLICEALNA SZKOŁA OPIEKUNEK ŚRODOWISKOWYCH, torun@skk.pl, http://, Typ: Szkoła policealna,Toruń
POLICEALNA SZKOŁA OPIEKUNÓW MEDYCZNYCH,, http://, Typ: Szkoła policealna,Toruń
POLICEALNA SZKOŁA OPIEKUNÓW MEDYCZNYCH W BYDGOSZCZY, biuro@skk.pl, http://www.skk.pl, Typ: Szkoła policealna,Bydgoszcz
POLICEALNA SZKOŁA OPIEKUNÓW ŚRODOWISKOWYCH W BYDGOSZCZY, info@skk.pl, http://www.skk.pl, Typ: Szkoła policealna,Bydgoszcz
POLICEALNA SZKOŁA ORTOPTYSTEK W BYDGOSZCZY, info@skk.pl, http://www.skk.pl, Typ: Szkoła policealna,Bydgoszcz
POLICEALNA SZKOŁA PROTETYKI SŁUCHU W BYDGOSZCZY,, http://www.skk.pl, Typ: Szkoła policealna,Bydgoszcz
POLICEALNA SZKOŁA PROTETYKÓW SŁUCHU, info-torun@skk.pl, http://www.skk.pl, Typ: Szkoła policealna,Toruń
POLICEALNA SZKOŁA RACHUNKOWOŚCI W BYDGOSZCZY, biuro@skk.pl, http://www.skk.pl, Typ: Szkoła policealna,Bydgoszcz
POLICEALNA SZKOŁA STERYLIZACJI MEDYCZNEJ W BYDGOSZCZY, biuro@skk.pl, http://www.skk.pl, Typ: Szkoła policealna,Bydgoszcz
POLICEALNA SZKOŁA TEB EDUKACJA, grudziadz@teb-edukacja.pl, http://www.teb.pl, Typ: Szkoła policealna,Grudziądz
POLICEALNA SZKOŁA TEB EDUKACJA,, http://, Typ: Szkoła policealna,Toruń
POLICEALNA SZKOŁA TECHNIKÓW DENTYSTYCZNYCH, torun@skk.pl, http://www.skk.pl, Typ: Szkoła policealna,Toruń
POLICEALNA SZKOŁA TECHNIKÓW DENTYSTYCZNYCH W BYDGOSZCZY,, http://www.skk.pl, Typ: Szkoła policealna,Bydgoszcz
POLICEALNA SZKOŁA TECHNIKÓW ELEKTRORADIOLOGÓW, info-torun@skk.pl, http://www.skk.pl, Typ: Szkoła policealna,Toruń
POLICEALNA SZKOŁA TECHNIKÓW ELEKTRORADIOLOGÓW W BYDGOSZCZY, info@skk.pl, http://www.skk.pl, Typ: Szkoła policealna,Bydgoszcz
POLICEALNA SZKOŁA TECHNIKÓW OCHRONY FIZYCZNEJ OSÓB I MIENIA ELITARNE STUDIUM SŁUŻB OCHRONY ,,DELTA'', wloclawek@deltasc.pl, http://www.deltasc.pl/wloclawek, Typ: Szkoła policealna,Włocławek
POLICEALNA SZKOŁA TECHNIKÓW OPTYKÓW, info-torun@skk.pl, http://www.skk.pl, Typ: Szkoła policealna,Toruń
POLICEALNA SZKOŁA TECHNIKÓW POJAZDÓW SAMOCHODOWYCH, torun@skk.pl, http://, Typ: Szkoła policealna,Toruń
POLICEALNA SZKOŁA TERAPEUTÓW ZAJĘCIOWYCH, torun@skk.pl, http://www.skk.pl, Typ: Szkoła policealna,Toruń
POLICEALNA SZKOŁA TERAPEUTÓW ZAJĘCIOWYCH W BYDGOSZCZY,, http://www.skk.pl, Typ: Szkoła policealna,Bydgoszcz
POLICEALNA SZKOŁA W MOGILNIE, zs_mogilno@wp.pl, http://zs-mogilno.pl, Typ: Szkoła policealna,Mogilno
POLICEALNA SZKOŁA WETERYNARII,, http://, Typ: Szkoła policealna,Toruń
POLICEALNA SZKOŁA WETERYNARII, biuro@skk.pl, http://www.skk.pl, Typ: Szkoła policealna,Bydgoszcz
POLICEALNA SZKOŁA ZAWODOWA "APIS" W ŚWIECIU, swiecie@apis.edu.pl, http://www.apis.edu.pl, Typ: Szkoła policealna,Świecie
POLICEALNA SZKOŁA ZAWODOWA MEDICUS  W BYDGOSZCZY, szkolymedicus@gmail.com, http://www.grupamedicus.pl, Typ: Szkoła policealna,Bydgoszcz
POLICEALNA SZKOŁA ZAWODOWA TOWARZYSTWA WIEDZY POWSZECHNEJ, nieszawazs@gmail.com, http://, Typ: Szkoła policealna,Nieszawa
POLICEALNA SZKOŁA ZAWODOWA TWP, twp@twp.edu.pl, http://www.twp.edu.pl, Typ: Szkoła policealna,Bydgoszcz
POLICEALNA SZKOŁA ZAWODOWA TWP,, http://, Typ: Szkoła policealna,Strzelno
POLICEALNE MEDYCZNE STUDIUM ZAWODOWE "FAMA", fama-ino@wp.pl, http://, Typ: Szkoła policealna,Inowrocław
POLICEALNE STUDIUM ADMINISTRACJI I PRZEMYSŁU MODY, tsps@edukacja.torun.com.pl, http://www.projektownie.torun.com.pl, Typ: Szkoła policealna,Toruń
POLICEALNE STUDIUM BUDOWNICTWA, PROJEKTOWANIA ARCHITEKTONICZNEGO I GEODEZJI,, http://www.studium.torun.edu.pl, Typ: Szkoła policealna,Toruń
POLICEALNE STUDIUM CENTRUM EDUKACJI DOROSŁYCH, biuro@ced.edu.pl, http://www.ced.edu.pl, Typ: Szkoła policealna,Toruń
